"code_uhbr","finest_name","date","method","community","abundance"
"TP_T_B2_R3","Pyrenochaetopsis leptospora::Cluster_48","17/04/2023","metabarcoding","fungi",83
"TP_T_B2_R4","Pyrenochaetopsis leptospora::Cluster_48","17/04/2023","metabarcoding","fungi",814
"TP_T_B2_R5","Pyrenochaetopsis leptospora::Cluster_48","17/04/2023","metabarcoding","fungi",28
"TP_T_B3_R1","Pyrenochaetopsis leptospora::Cluster_48","17/04/2023","metabarcoding","fungi",319
"TP_T_B3_R2","Pyrenochaetopsis leptospora::Cluster_48","17/04/2023","metabarcoding","fungi",224
"TP_T_B3_R3","Pyrenochaetopsis leptospora::Cluster_48","17/04/2023","metabarcoding","fungi",109
"TP_T_B3_R4","Pyrenochaetopsis leptospora::Cluster_48","17/04/2023","metabarcoding","fungi",37
"TP_T_B3_R5","Pyrenochaetopsis leptospora::Cluster_48","17/04/2023","metabarcoding","fungi",105
"AF_T_B1_R3","Pyrenochaetopsis leptospora::Cluster_702","17/04/2023","metabarcoding","fungi",22
"AF_T_B3_R4","Pyrenophora chaetomioides::Cluster_529","17/04/2023","metabarcoding","fungi",90
"TP_T_B2_R3","Pyrenophora chaetomioides::Cluster_529","17/04/2023","metabarcoding","fungi",25
"AF_C_B1_R1","Pyronemataceae::Cluster_221","17/04/2023","metabarcoding","fungi",22
"AF_C_B1_R5","Pyronemataceae::Cluster_221","17/04/2023","metabarcoding","fungi",34
"AF_C_B2_R4","Pyronemataceae::Cluster_221","17/04/2023","metabarcoding","fungi",57
"AF_T_B1_R2","Pyronemataceae::Cluster_221","17/04/2023","metabarcoding","fungi",17
"AF_T_B2_R3","Pyronemataceae::Cluster_221","17/04/2023","metabarcoding","fungi",31
"MC_C_B1_R1","Pyronemataceae::Cluster_221","17/04/2023","metabarcoding","fungi",32
"MC_C_B1_R3","Pyronemataceae::Cluster_221","17/04/2023","metabarcoding","fungi",57
"MC_C_B1_R4","Pyronemataceae::Cluster_221","17/04/2023","metabarcoding","fungi",141
"MC_C_B1_R5","Pyronemataceae::Cluster_221","17/04/2023","metabarcoding","fungi",37
"MC_C_B3_R1","Pyronemataceae::Cluster_221","17/04/2023","metabarcoding","fungi",36
"MC_C_B3_R2","Pyronemataceae::Cluster_221","17/04/2023","metabarcoding","fungi",49
"MC_C_B3_R4","Pyronemataceae::Cluster_221","17/04/2023","metabarcoding","fungi",22
"MC_C_B3_R5","Pyronemataceae::Cluster_475","17/04/2023","metabarcoding","fungi",52
"TP_T_B3_R3","Pyronemataceae::Cluster_475","17/04/2023","metabarcoding","fungi",60
"TP_T_B1_R2","Pyronemataceae::Cluster_570","17/04/2023","metabarcoding","fungi",29
"TP_T_B1_R3","Pyronemataceae::Cluster_570","17/04/2023","metabarcoding","fungi",37
"TP_T_B1_R4","Pyronemataceae::Cluster_570","17/04/2023","metabarcoding","fungi",40
"TP_T_B1_R5","Pyronemataceae::Cluster_570","17/04/2023","metabarcoding","fungi",58
"AF_C_B1_R1","Pyronemataceae::Cluster_76","17/04/2023","metabarcoding","fungi",27
"AF_T_B1_R1","Pyronemataceae::Cluster_76","17/04/2023","metabarcoding","fungi",824
"AF_T_B1_R2","Pyronemataceae::Cluster_76","17/04/2023","metabarcoding","fungi",100
"AF_T_B1_R3","Pyronemataceae::Cluster_76","17/04/2023","metabarcoding","fungi",104
"AF_T_B1_R4","Pyronemataceae::Cluster_76","17/04/2023","metabarcoding","fungi",38
"AF_T_B1_R5","Pyronemataceae::Cluster_76","17/04/2023","metabarcoding","fungi",765
"AF_T_B2_R2","Pyronemataceae::Cluster_76","17/04/2023","metabarcoding","fungi",134
"MC_C_B1_R2","Pyronemataceae::Cluster_76","17/04/2023","metabarcoding","fungi",45
"MC_C_B3_R5","Pyronemataceae::Cluster_76","17/04/2023","metabarcoding","fungi",26
"TP_T_B2_R3","Pyronemataceae::Cluster_76","17/04/2023","metabarcoding","fungi",27
"TP_T_B2_R4","Pyronemataceae::Cluster_76","17/04/2023","metabarcoding","fungi",76
"AF_T_B1_R1","Pyronemataceae::Cluster_84","17/04/2023","metabarcoding","fungi",785
"AF_T_B1_R5","Pyronemataceae::Cluster_84","17/04/2023","metabarcoding","fungi",26
"AF_T_B2_R1","Pyronemataceae::Cluster_84","17/04/2023","metabarcoding","fungi",46
"AF_T_B2_R3","Pyronemataceae::Cluster_84","17/04/2023","metabarcoding","fungi",104
"AF_T_B2_R4","Pyronemataceae::Cluster_84","17/04/2023","metabarcoding","fungi",88
"AF_T_B2_R5","Pyronemataceae::Cluster_84","17/04/2023","metabarcoding","fungi",161
"TP_T_B1_R5","Pyronemataceae::Cluster_84","17/04/2023","metabarcoding","fungi",24
"TP_T_B2_R1","Pyronemataceae::Cluster_84","17/04/2023","metabarcoding","fungi",40
"TP_T_B2_R3","Pyronemataceae::Cluster_84","17/04/2023","metabarcoding","fungi",24
"TP_T_B2_R4","Pyronemataceae::Cluster_84","17/04/2023","metabarcoding","fungi",49
"TP_T_B3_R3","Pyronemataceae::Cluster_84","17/04/2023","metabarcoding","fungi",307
"AF_T_B1_R3","Ramularia grevilleana::Cluster_317","17/04/2023","metabarcoding","fungi",142
"AF_T_B1_R4","Ramularia grevilleana::Cluster_317","17/04/2023","metabarcoding","fungi",65
"AF_T_B3_R4","Rhizophagus irregularis::Cluster_1066","17/04/2023","metabarcoding","fungi",15
"AF_T_B3_R1","Rhizophagus irregularis::Cluster_1531","17/04/2023","metabarcoding","fungi",19
"AF_T_B1_R3","Rhizophagus irregularis::Cluster_652","17/04/2023","metabarcoding","fungi",53
"AF_T_B2_R1","Rhizophagus irregularis::Cluster_831","17/04/2023","metabarcoding","fungi",67
"TP_T_B1_R2","Rhizophagus::Cluster_1128","17/04/2023","metabarcoding","fungi",31
"AF_T_B2_R2","Rhizophagus::Cluster_1202","17/04/2023","metabarcoding","fungi",28
"AF_T_B2_R2","Rhizophagus::Cluster_691","17/04/2023","metabarcoding","fungi",40
"AF_T_B3_R3","Rhizophagus::Cluster_691","17/04/2023","metabarcoding","fungi",19
"AF_T_B3_R3","Rhizophagus::Cluster_844","17/04/2023","metabarcoding","fungi",26
"AF_C_B1_R1","Rhizopus arrhizus::Cluster_74","17/04/2023","metabarcoding","fungi",29
"AF_C_B1_R2","Rhizopus arrhizus::Cluster_74","17/04/2023","metabarcoding","fungi",42
"AF_C_B1_R3","Rhizopus arrhizus::Cluster_74","17/04/2023","metabarcoding","fungi",38
"AF_C_B1_R4","Rhizopus arrhizus::Cluster_74","17/04/2023","metabarcoding","fungi",31
"AF_C_B1_R5","Rhizopus arrhizus::Cluster_74","17/04/2023","metabarcoding","fungi",41
"AF_C_B2_R2","Rhizopus arrhizus::Cluster_74","17/04/2023","metabarcoding","fungi",63
"AF_C_B2_R3","Rhizopus arrhizus::Cluster_74","17/04/2023","metabarcoding","fungi",33
"AF_C_B2_R5","Rhizopus arrhizus::Cluster_74","17/04/2023","metabarcoding","fungi",35
"AF_C_B3_R2","Rhizopus arrhizus::Cluster_74","17/04/2023","metabarcoding","fungi",28
"AF_C_B3_R3","Rhizopus arrhizus::Cluster_74","17/04/2023","metabarcoding","fungi",56
"AF_T_B1_R3","Rhizopus arrhizus::Cluster_74","17/04/2023","metabarcoding","fungi",24
"AF_T_B1_R5","Rhizopus arrhizus::Cluster_74","17/04/2023","metabarcoding","fungi",23
"AF_T_B2_R2","Rhizopus arrhizus::Cluster_74","17/04/2023","metabarcoding","fungi",700
"AF_T_B2_R5","Rhizopus arrhizus::Cluster_74","17/04/2023","metabarcoding","fungi",30
"AF_T_B3_R3","Rhizopus arrhizus::Cluster_74","17/04/2023","metabarcoding","fungi",285
"AF_T_B3_R4","Rhizopus arrhizus::Cluster_74","17/04/2023","metabarcoding","fungi",51
"MC_C_B1_R2","Rhizopus arrhizus::Cluster_74","17/04/2023","metabarcoding","fungi",46
"MC_C_B1_R3","Rhizopus arrhizus::Cluster_74","17/04/2023","metabarcoding","fungi",76
"MC_C_B1_R4","Rhizopus arrhizus::Cluster_74","17/04/2023","metabarcoding","fungi",50
"MC_C_B1_R5","Rhizopus arrhizus::Cluster_74","17/04/2023","metabarcoding","fungi",30
"MC_C_B2_R3","Rhizopus arrhizus::Cluster_74","17/04/2023","metabarcoding","fungi",34
"MC_C_B3_R1","Rhizopus arrhizus::Cluster_74","17/04/2023","metabarcoding","fungi",89
"MC_C_B3_R2","Rhizopus arrhizus::Cluster_74","17/04/2023","metabarcoding","fungi",99
"MC_C_B3_R3","Rhizopus arrhizus::Cluster_74","17/04/2023","metabarcoding","fungi",43
"MC_C_B3_R4","Rhizopus arrhizus::Cluster_74","17/04/2023","metabarcoding","fungi",111
"MC_C_B3_R5","Rhizopus arrhizus::Cluster_74","17/04/2023","metabarcoding","fungi",35
"TP_T_B2_R4","Rhizopus arrhizus::Cluster_74","17/04/2023","metabarcoding","fungi",35
"AF_C_B1_R3","Robillarda sessilis::Cluster_8","17/04/2023","metabarcoding","fungi",1187
"AF_C_B1_R4","Robillarda sessilis::Cluster_8","17/04/2023","metabarcoding","fungi",888
"AF_C_B2_R1","Robillarda sessilis::Cluster_8","17/04/2023","metabarcoding","fungi",241
"AF_C_B2_R2","Robillarda sessilis::Cluster_8","17/04/2023","metabarcoding","fungi",2299
"AF_C_B2_R3","Robillarda sessilis::Cluster_8","17/04/2023","metabarcoding","fungi",1179
"AF_C_B2_R4","Robillarda sessilis::Cluster_8","17/04/2023","metabarcoding","fungi",223
"AF_C_B2_R5","Robillarda sessilis::Cluster_8","17/04/2023","metabarcoding","fungi",92
"AF_C_B3_R1","Robillarda sessilis::Cluster_8","17/04/2023","metabarcoding","fungi",182
"AF_C_B3_R2","Robillarda sessilis::Cluster_8","17/04/2023","metabarcoding","fungi",1689
"AF_C_B3_R3","Robillarda sessilis::Cluster_8","17/04/2023","metabarcoding","fungi",652
"AF_C_B3_R4","Robillarda sessilis::Cluster_8","17/04/2023","metabarcoding","fungi",637
"AF_C_B3_R5","Robillarda sessilis::Cluster_8","17/04/2023","metabarcoding","fungi",239
"AF_T_B1_R2","Robillarda sessilis::Cluster_8","17/04/2023","metabarcoding","fungi",22
"AF_T_B2_R1","Robillarda sessilis::Cluster_8","17/04/2023","metabarcoding","fungi",66
"AF_T_B2_R2","Robillarda sessilis::Cluster_8","17/04/2023","metabarcoding","fungi",684
"AF_T_B2_R3","Robillarda sessilis::Cluster_8","17/04/2023","metabarcoding","fungi",178
"AF_T_B2_R4","Robillarda sessilis::Cluster_8","17/04/2023","metabarcoding","fungi",23
"AF_T_B2_R5","Robillarda sessilis::Cluster_8","17/04/2023","metabarcoding","fungi",213
"AF_T_B3_R1","Robillarda sessilis::Cluster_8","17/04/2023","metabarcoding","fungi",53
"AF_T_B3_R2","Robillarda sessilis::Cluster_8","17/04/2023","metabarcoding","fungi",142
"AF_T_B3_R3","Robillarda sessilis::Cluster_8","17/04/2023","metabarcoding","fungi",146
"AF_T_B3_R4","Robillarda sessilis::Cluster_8","17/04/2023","metabarcoding","fungi",61
"AF_T_B3_R5","Robillarda sessilis::Cluster_8","17/04/2023","metabarcoding","fungi",46
"MC_C_B2_R2","Robillarda sessilis::Cluster_8","17/04/2023","metabarcoding","fungi",55
"TP_T_B2_R2","Robillarda sessilis::Cluster_8","17/04/2023","metabarcoding","fungi",198
"TP_T_B2_R3","Robillarda sessilis::Cluster_8","17/04/2023","metabarcoding","fungi",846
"TP_T_B2_R5","Robillarda sessilis::Cluster_8","17/04/2023","metabarcoding","fungi",373
"TP_T_B3_R1","Robillarda sessilis::Cluster_8","17/04/2023","metabarcoding","fungi",4802
"TP_T_B3_R2","Robillarda sessilis::Cluster_8","17/04/2023","metabarcoding","fungi",187
"TP_T_B3_R3","Robillarda sessilis::Cluster_8","17/04/2023","metabarcoding","fungi",1017
"TP_T_B3_R4","Robillarda sessilis::Cluster_8","17/04/2023","metabarcoding","fungi",544
"TP_T_B3_R5","Robillarda sessilis::Cluster_8","17/04/2023","metabarcoding","fungi",1360
"AF_T_B1_R1","Roussoella thailandica::Cluster_798","17/04/2023","metabarcoding","fungi",48
"AF_T_B2_R1","Rozellomycota::Cluster_1217","17/04/2023","metabarcoding","fungi",27
"AF_T_B2_R2","Rozellomycota::Cluster_753","17/04/2023","metabarcoding","fungi",42
"AF_C_B3_R5","Saitozyma podzolica::Cluster_351","17/04/2023","metabarcoding","fungi",39
"AF_T_B3_R3","Saitozyma podzolica::Cluster_351","17/04/2023","metabarcoding","fungi",28
"AF_T_B3_R5","Saitozyma podzolica::Cluster_351","17/04/2023","metabarcoding","fungi",71
"AF_C_B3_R2","Saitozyma podzolica::Cluster_94","17/04/2023","metabarcoding","fungi",52
"AF_C_B3_R4","Saitozyma podzolica::Cluster_94","17/04/2023","metabarcoding","fungi",24
"AF_C_B3_R5","Saitozyma podzolica::Cluster_94","17/04/2023","metabarcoding","fungi",133
"AF_T_B3_R1","Saitozyma podzolica::Cluster_94","17/04/2023","metabarcoding","fungi",131
"AF_T_B3_R2","Saitozyma podzolica::Cluster_94","17/04/2023","metabarcoding","fungi",85
"AF_T_B3_R3","Saitozyma podzolica::Cluster_94","17/04/2023","metabarcoding","fungi",203
"AF_T_B3_R4","Saitozyma podzolica::Cluster_94","17/04/2023","metabarcoding","fungi",68
"AF_T_B3_R5","Saitozyma podzolica::Cluster_94","17/04/2023","metabarcoding","fungi",516
"TP_T_B3_R2","Saitozyma podzolica::Cluster_94","17/04/2023","metabarcoding","fungi",70
"TP_T_B3_R3","Saitozyma podzolica::Cluster_94","17/04/2023","metabarcoding","fungi",59
"TP_T_B3_R4","Saitozyma podzolica::Cluster_94","17/04/2023","metabarcoding","fungi",31
"TP_T_B3_R5","Saitozyma podzolica::Cluster_94","17/04/2023","metabarcoding","fungi",31
"MC_C_B1_R5","Schizothecium carpinicola::Cluster_1334","17/04/2023","metabarcoding","fungi",19
"AF_T_B1_R2","Schizothecium::Cluster_385","17/04/2023","metabarcoding","fungi",55
"TP_T_B1_R1","Schizothecium::Cluster_385","17/04/2023","metabarcoding","fungi",81
"TP_T_B2_R3","Sclerostagonospora::Cluster_1249","17/04/2023","metabarcoding","fungi",21
"AF_T_B1_R5","Sclerostagonospora::Cluster_254","17/04/2023","metabarcoding","fungi",17
"AF_T_B3_R2","Sclerostagonospora::Cluster_254","17/04/2023","metabarcoding","fungi",45
"AF_T_B3_R3","Sclerostagonospora::Cluster_254","17/04/2023","metabarcoding","fungi",157
"AF_T_B3_R4","Sclerostagonospora::Cluster_254","17/04/2023","metabarcoding","fungi",81
"TP_T_B2_R3","Sclerostagonospora::Cluster_254","17/04/2023","metabarcoding","fungi",32
"TP_T_B2_R5","Sclerostagonospora::Cluster_254","17/04/2023","metabarcoding","fungi",26
"TP_T_B3_R1","Sclerostagonospora::Cluster_254","17/04/2023","metabarcoding","fungi",25
"TP_T_B3_R2","Sclerostagonospora::Cluster_254","17/04/2023","metabarcoding","fungi",67
"AF_C_B3_R5","Scytalidium lignicola::Cluster_282","17/04/2023","metabarcoding","fungi",23
"AF_T_B3_R3","Scytalidium lignicola::Cluster_282","17/04/2023","metabarcoding","fungi",32
"AF_T_B3_R5","Scytalidium lignicola::Cluster_282","17/04/2023","metabarcoding","fungi",32
"AF_T_B2_R2","Sebacinaceae::Cluster_435","17/04/2023","metabarcoding","fungi",50
"TP_T_B3_R1","Sebacinaceae::Cluster_435","17/04/2023","metabarcoding","fungi",29
"TP_T_B3_R3","Sebacinaceae::Cluster_435","17/04/2023","metabarcoding","fungi",48
"TP_T_B3_R5","Sebacinaceae::Cluster_435","17/04/2023","metabarcoding","fungi",24
"AF_T_B2_R2","Sebacinaceae::Cluster_487","17/04/2023","metabarcoding","fungi",59
"TP_T_B3_R1","Sebacinaceae::Cluster_487","17/04/2023","metabarcoding","fungi",44
"TP_T_B3_R5","Sebacinaceae::Cluster_487","17/04/2023","metabarcoding","fungi",48
"AF_T_B3_R5","Sebacinales::Cluster_1027","17/04/2023","metabarcoding","fungi",38
"AF_T_B2_R2","Sebacinales::Cluster_1028","17/04/2023","metabarcoding","fungi",49
"AF_T_B1_R4","Sebacinales::Cluster_1127","17/04/2023","metabarcoding","fungi",33
"AF_T_B2_R2","Sebacinales::Cluster_247","17/04/2023","metabarcoding","fungi",78
"AF_T_B2_R5","Sebacinales::Cluster_247","17/04/2023","metabarcoding","fungi",52
"AF_T_B3_R3","Sebacinales::Cluster_247","17/04/2023","metabarcoding","fungi",21
"TP_T_B2_R2","Sebacinales::Cluster_247","17/04/2023","metabarcoding","fungi",48
"TP_T_B2_R3","Sebacinales::Cluster_247","17/04/2023","metabarcoding","fungi",42
"TP_T_B3_R1","Sebacinales::Cluster_247","17/04/2023","metabarcoding","fungi",64
"TP_T_B3_R2","Sebacinales::Cluster_247","17/04/2023","metabarcoding","fungi",28
"TP_T_B3_R3","Sebacinales::Cluster_247","17/04/2023","metabarcoding","fungi",148
"TP_T_B3_R4","Sebacinales::Cluster_247","17/04/2023","metabarcoding","fungi",26
"TP_T_B3_R5","Sebacinales::Cluster_247","17/04/2023","metabarcoding","fungi",47
"AF_T_B3_R2","Sebacinales::Cluster_405","17/04/2023","metabarcoding","fungi",75
"AF_T_B3_R3","Sebacinales::Cluster_405","17/04/2023","metabarcoding","fungi",117
"AF_T_B1_R4","Sebacinales::Cluster_433","17/04/2023","metabarcoding","fungi",28
"AF_T_B3_R2","Sebacinales::Cluster_433","17/04/2023","metabarcoding","fungi",85
"AF_T_B3_R3","Sebacinales::Cluster_433","17/04/2023","metabarcoding","fungi",73
"AF_T_B3_R5","Sebacinales::Cluster_965","17/04/2023","metabarcoding","fungi",31
"AF_C_B1_R1","Semifissispora natalis::Cluster_56","17/04/2023","metabarcoding","fungi",45
"AF_C_B1_R3","Semifissispora natalis::Cluster_56","17/04/2023","metabarcoding","fungi",30
"AF_C_B1_R5","Semifissispora natalis::Cluster_56","17/04/2023","metabarcoding","fungi",53
"AF_C_B2_R2","Semifissispora natalis::Cluster_56","17/04/2023","metabarcoding","fungi",45
"AF_C_B2_R3","Semifissispora natalis::Cluster_56","17/04/2023","metabarcoding","fungi",53
"AF_C_B2_R5","Semifissispora natalis::Cluster_56","17/04/2023","metabarcoding","fungi",72
"AF_C_B3_R1","Semifissispora natalis::Cluster_56","17/04/2023","metabarcoding","fungi",152
"AF_C_B3_R2","Semifissispora natalis::Cluster_56","17/04/2023","metabarcoding","fungi",127
"AF_C_B3_R3","Semifissispora natalis::Cluster_56","17/04/2023","metabarcoding","fungi",100
"AF_C_B3_R4","Semifissispora natalis::Cluster_56","17/04/2023","metabarcoding","fungi",152
"AF_C_B3_R5","Semifissispora natalis::Cluster_56","17/04/2023","metabarcoding","fungi",83
"AF_T_B1_R5","Semifissispora natalis::Cluster_56","17/04/2023","metabarcoding","fungi",39
"AF_T_B2_R2","Semifissispora natalis::Cluster_56","17/04/2023","metabarcoding","fungi",36
"AF_T_B2_R3","Semifissispora natalis::Cluster_56","17/04/2023","metabarcoding","fungi",23
"AF_T_B3_R1","Semifissispora natalis::Cluster_56","17/04/2023","metabarcoding","fungi",56
"AF_T_B3_R2","Semifissispora natalis::Cluster_56","17/04/2023","metabarcoding","fungi",23
"AF_T_B3_R3","Semifissispora natalis::Cluster_56","17/04/2023","metabarcoding","fungi",34
"AF_T_B3_R4","Semifissispora natalis::Cluster_56","17/04/2023","metabarcoding","fungi",40
"AF_T_B3_R5","Semifissispora natalis::Cluster_56","17/04/2023","metabarcoding","fungi",62
"MC_C_B1_R1","Semifissispora natalis::Cluster_56","17/04/2023","metabarcoding","fungi",67
"MC_C_B1_R2","Semifissispora natalis::Cluster_56","17/04/2023","metabarcoding","fungi",34
"MC_C_B1_R3","Semifissispora natalis::Cluster_56","17/04/2023","metabarcoding","fungi",62
"MC_C_B1_R4","Semifissispora natalis::Cluster_56","17/04/2023","metabarcoding","fungi",105
"MC_C_B1_R5","Semifissispora natalis::Cluster_56","17/04/2023","metabarcoding","fungi",49
"MC_C_B2_R1","Semifissispora natalis::Cluster_56","17/04/2023","metabarcoding","fungi",65
"MC_C_B2_R2","Semifissispora natalis::Cluster_56","17/04/2023","metabarcoding","fungi",171
"MC_C_B2_R3","Semifissispora natalis::Cluster_56","17/04/2023","metabarcoding","fungi",110
"MC_C_B2_R4","Semifissispora natalis::Cluster_56","17/04/2023","metabarcoding","fungi",121
"MC_C_B2_R5","Semifissispora natalis::Cluster_56","17/04/2023","metabarcoding","fungi",75
"TP_T_B2_R2","Semifissispora natalis::Cluster_56","17/04/2023","metabarcoding","fungi",47
"TP_T_B2_R3","Semifissispora natalis::Cluster_56","17/04/2023","metabarcoding","fungi",89
"TP_T_B2_R4","Semifissispora natalis::Cluster_56","17/04/2023","metabarcoding","fungi",81
"TP_T_B3_R1","Semifissispora natalis::Cluster_56","17/04/2023","metabarcoding","fungi",52
"TP_T_B3_R2","Semifissispora natalis::Cluster_56","17/04/2023","metabarcoding","fungi",25
"TP_T_B3_R4","Semifissispora natalis::Cluster_56","17/04/2023","metabarcoding","fungi",57
"AF_T_B1_R3","Septoriella hirta::Cluster_476","17/04/2023","metabarcoding","fungi",124
"TP_T_B2_R1","Septoriella hirta::Cluster_694","17/04/2023","metabarcoding","fungi",19
"TP_T_B2_R4","Septoriella hirta::Cluster_694","17/04/2023","metabarcoding","fungi",29
"TP_T_B3_R1","Septoriella hirta::Cluster_694","17/04/2023","metabarcoding","fungi",28
"TP_T_B1_R1","Septoriella hirta::Cluster_925","17/04/2023","metabarcoding","fungi",28
"AF_T_B2_R2","Serendipita::Cluster_209","17/04/2023","metabarcoding","fungi",74
"AF_T_B2_R5","Serendipita::Cluster_209","17/04/2023","metabarcoding","fungi",38
"AF_T_B3_R3","Serendipita::Cluster_209","17/04/2023","metabarcoding","fungi",32
"AF_T_B3_R5","Serendipita::Cluster_209","17/04/2023","metabarcoding","fungi",14
"TP_T_B2_R2","Serendipita::Cluster_209","17/04/2023","metabarcoding","fungi",55
"TP_T_B2_R3","Serendipita::Cluster_209","17/04/2023","metabarcoding","fungi",22
"TP_T_B3_R1","Serendipita::Cluster_209","17/04/2023","metabarcoding","fungi",45
"TP_T_B3_R2","Serendipita::Cluster_209","17/04/2023","metabarcoding","fungi",51
"TP_T_B3_R3","Serendipita::Cluster_209","17/04/2023","metabarcoding","fungi",237
"TP_T_B3_R4","Serendipita::Cluster_209","17/04/2023","metabarcoding","fungi",25
"TP_T_B3_R5","Serendipita::Cluster_209","17/04/2023","metabarcoding","fungi",56
"AF_T_B1_R3","Serendipita::Cluster_256","17/04/2023","metabarcoding","fungi",280
"AF_T_B1_R4","Serendipita::Cluster_256","17/04/2023","metabarcoding","fungi",132
"AF_T_B2_R2","Serendipita::Cluster_256","17/04/2023","metabarcoding","fungi",165
"AF_T_B2_R5","Serendipita::Cluster_256","17/04/2023","metabarcoding","fungi",32
"AF_T_B3_R4","Serendipita::Cluster_256","17/04/2023","metabarcoding","fungi",19
"TP_T_B2_R5","Serendipita::Cluster_256","17/04/2023","metabarcoding","fungi",47
"AF_T_B1_R3","Serendipita::Cluster_321","17/04/2023","metabarcoding","fungi",285
"AF_T_B1_R4","Serendipita::Cluster_321","17/04/2023","metabarcoding","fungi",98
"AF_T_B2_R2","Serendipita::Cluster_321","17/04/2023","metabarcoding","fungi",146
"AF_T_B2_R5","Serendipita::Cluster_321","17/04/2023","metabarcoding","fungi",34
"AF_T_B3_R4","Serendipita::Cluster_321","17/04/2023","metabarcoding","fungi",16
"TP_T_B2_R5","Serendipita::Cluster_321","17/04/2023","metabarcoding","fungi",56
"AF_T_B2_R2","Serendipita::Cluster_448","17/04/2023","metabarcoding","fungi",140
"AF_T_B2_R2","Serendipita::Cluster_545","17/04/2023","metabarcoding","fungi",87
"TP_T_B3_R4","Serendipita::Cluster_708","17/04/2023","metabarcoding","fungi",73
"AF_T_B1_R1","Setophaeosphaeria badalingensis::Cluster_112","17/04/2023","metabarcoding","fungi",90
"AF_T_B1_R2","Setophaeosphaeria badalingensis::Cluster_112","17/04/2023","metabarcoding","fungi",29
"AF_T_B1_R3","Setophaeosphaeria badalingensis::Cluster_112","17/04/2023","metabarcoding","fungi",65
"AF_T_B1_R4","Setophaeosphaeria badalingensis::Cluster_112","17/04/2023","metabarcoding","fungi",42
"AF_T_B1_R5","Setophaeosphaeria badalingensis::Cluster_112","17/04/2023","metabarcoding","fungi",17
"AF_T_B2_R1","Setophaeosphaeria badalingensis::Cluster_112","17/04/2023","metabarcoding","fungi",195
"AF_T_B2_R2","Setophaeosphaeria badalingensis::Cluster_112","17/04/2023","metabarcoding","fungi",68
"AF_T_B2_R3","Setophaeosphaeria badalingensis::Cluster_112","17/04/2023","metabarcoding","fungi",38
"AF_T_B2_R4","Setophaeosphaeria badalingensis::Cluster_112","17/04/2023","metabarcoding","fungi",74
"AF_T_B2_R5","Setophaeosphaeria badalingensis::Cluster_112","17/04/2023","metabarcoding","fungi",35
"AF_T_B3_R1","Setophaeosphaeria badalingensis::Cluster_112","17/04/2023","metabarcoding","fungi",49
"AF_T_B3_R2","Setophaeosphaeria badalingensis::Cluster_112","17/04/2023","metabarcoding","fungi",71
"AF_T_B3_R3","Setophaeosphaeria badalingensis::Cluster_112","17/04/2023","metabarcoding","fungi",67
"AF_T_B3_R4","Setophaeosphaeria badalingensis::Cluster_112","17/04/2023","metabarcoding","fungi",26
"AF_T_B3_R5","Setophaeosphaeria badalingensis::Cluster_112","17/04/2023","metabarcoding","fungi",15
"MC_C_B1_R2","Setophaeosphaeria badalingensis::Cluster_112","17/04/2023","metabarcoding","fungi",40
"TP_T_B1_R3","Setophaeosphaeria badalingensis::Cluster_112","17/04/2023","metabarcoding","fungi",41
"TP_T_B3_R1","Setophaeosphaeria badalingensis::Cluster_112","17/04/2023","metabarcoding","fungi",37
"TP_T_B3_R2","Setophaeosphaeria badalingensis::Cluster_112","17/04/2023","metabarcoding","fungi",45
"TP_T_B3_R3","Setophaeosphaeria badalingensis::Cluster_112","17/04/2023","metabarcoding","fungi",24
"TP_T_B3_R4","Setophaeosphaeria badalingensis::Cluster_112","17/04/2023","metabarcoding","fungi",37
"TP_T_B3_R5","Setophaeosphaeria badalingensis::Cluster_112","17/04/2023","metabarcoding","fungi",30
"AF_C_B1_R1","Setophoma terrestris::Cluster_15","17/04/2023","metabarcoding","fungi",116
"AF_C_B1_R2","Setophoma terrestris::Cluster_15","17/04/2023","metabarcoding","fungi",198
"AF_C_B1_R3","Setophoma terrestris::Cluster_15","17/04/2023","metabarcoding","fungi",105
"AF_C_B1_R4","Setophoma terrestris::Cluster_15","17/04/2023","metabarcoding","fungi",92
"AF_C_B1_R5","Setophoma terrestris::Cluster_15","17/04/2023","metabarcoding","fungi",260
"AF_C_B2_R1","Setophoma terrestris::Cluster_15","17/04/2023","metabarcoding","fungi",348
"AF_C_B2_R2","Setophoma terrestris::Cluster_15","17/04/2023","metabarcoding","fungi",110
"AF_C_B2_R3","Setophoma terrestris::Cluster_15","17/04/2023","metabarcoding","fungi",288
"AF_C_B2_R4","Setophoma terrestris::Cluster_15","17/04/2023","metabarcoding","fungi",143
"AF_C_B2_R5","Setophoma terrestris::Cluster_15","17/04/2023","metabarcoding","fungi",192
"AF_C_B3_R1","Setophoma terrestris::Cluster_15","17/04/2023","metabarcoding","fungi",427
"AF_C_B3_R2","Setophoma terrestris::Cluster_15","17/04/2023","metabarcoding","fungi",308
"AF_C_B3_R3","Setophoma terrestris::Cluster_15","17/04/2023","metabarcoding","fungi",193
"AF_C_B3_R4","Setophoma terrestris::Cluster_15","17/04/2023","metabarcoding","fungi",243
"AF_C_B3_R5","Setophoma terrestris::Cluster_15","17/04/2023","metabarcoding","fungi",164
