"","query","kingdom","phylum","class","order","family","genus","species","community"
"5047","M03493:516:000000000-L4LRP:1:1107:19545:16991","Eukaryota","Cercozoa","Glissomonadida","unassigned","unassigned","Heteromita","Bodomorpha sp.","protists"
"5048","M03493:516:000000000-L4LRP:1:2114:25477:9791","Eukaryota","Cercozoa","Glissomonadida","unassigned","unassigned","Heteromita","unassigned","protists"
"5049","M03493:516:000000000-L4LRP:1:1108:6754:5579","Eukaryota","Cercozoa","Glissomonadida","unassigned","unassigned","Heteromita","unassigned","protists"
"5050","M03493:516:000000000-L4LRP:1:1108:26135:19338","Eukaryota","Cercozoa","unassigned","unassigned","unassigned","unassigned","unassigned","protists"
"5051","M03493:516:000000000-L4LRP:1:2114:6935:20392","Eukaryota","Cercozoa","unassigned","unassigned","unassigned","unassigned","unassigned","protists"
"5052","M03493:516:000000000-L4LRP:1:1101:12419:25401","Eukaryota","Cercozoa","unassigned","unassigned","unassigned","unassigned","unassigned","protists"
"5053","M03493:516:000000000-L4LRP:1:2113:15233:16782","Eukaryota","Cercozoa","Glissomonadida","unassigned","unassigned","Heteromita","unassigned","protists"
"5054","M03493:516:000000000-L4LRP:1:1114:9040:25120","Eukaryota","Cercozoa","Glissomonadida","unassigned","unassigned","Heteromita","unassigned","protists"
"5055","M03493:516:000000000-L4LRP:1:2113:15661:18373","Eukaryota","Cercozoa","Glissomonadida","unassigned","unassigned","Heteromita","unassigned","protists"
"5056","M03493:516:000000000-L4LRP:1:2114:16928:4463","Eukaryota","Cercozoa","Glissomonadida","unassigned","unassigned","Proleptomonas","unassigned","protists"
"5057","M03493:516:000000000-L4LRP:1:1113:18593:6430","Eukaryota","Cercozoa","Glissomonadida","unassigned","unassigned","Heteromita","Spongomonas minima","protists"
"5058","M03493:516:000000000-L4LRP:1:1104:23291:21555","Eukaryota","Cercozoa","Glissomonadida","unassigned","unassigned","unassigned","unassigned","protists"
"5059","M03493:516:000000000-L4LRP:1:2101:5009:21267","Eukaryota","Cercozoa","unassigned","unassigned","unassigned","unassigned","unassigned","protists"
"5060","M03493:516:000000000-L4LRP:1:2114:17028:13898","Eukaryota","Cercozoa","Cercomonadidae","unassigned","unassigned","unassigned","unassigned","protists"
"5061","M03493:516:000000000-L4LRP:1:2113:25156:9263","Eukaryota","Cercozoa","Cercomonadidae","unassigned","unassigned","unassigned","unassigned","protists"
"5062","M03493:516:000000000-L4LRP:1:2106:10021:11617","Eukaryota","Cercozoa","Cercomonadidae","unassigned","unassigned","unassigned","unassigned","protists"
"5063","M03493:516:000000000-L4LRP:1:1104:11450:7362","Eukaryota","Cercozoa","Cercomonadidae","unassigned","unassigned","unassigned","unassigned","protists"
"5064","M03493:516:000000000-L4LRP:1:2113:6829:6853","Eukaryota","Cercozoa","Cercomonadidae","unassigned","unassigned","Cercomonas","unassigned","protists"
"5065","M03493:516:000000000-L4LRP:1:1112:22181:16423","Eukaryota","Cercozoa","Cercomonadidae","unassigned","unassigned","unassigned","unassigned","protists"
"5066","M03493:516:000000000-L4LRP:1:1104:11161:23266","Eukaryota","Cercozoa","unassigned","unassigned","unassigned","unassigned","Ammopiptanthus mongolicus","protists"
"5067","M03493:516:000000000-L4LRP:1:1109:14534:22748","Eukaryota","Cercozoa","unassigned","unassigned","unassigned","unassigned","unassigned","protists"
"5068","M03493:516:000000000-L4LRP:1:2111:25829:22158","Eukaryota","Cercozoa","Glissomonadida","unassigned","unassigned","Heteromita","Cercozoa sp.","protists"
"5069","M03493:516:000000000-L4LRP:1:2113:11069:9709","Eukaryota","Cercozoa","Glissomonadida","unassigned","unassigned","Heteromita","Cercozoa sp.","protists"
"5070","M03493:516:000000000-L4LRP:1:2108:16389:27423","Eukaryota","Cercozoa","Glissomonadida","unassigned","unassigned","Heteromita","Cercozoa sp.","protists"
"5071","M03493:516:000000000-L4LRP:1:2114:15360:24182","Eukaryota","Cercozoa","Glissomonadida","unassigned","unassigned","Heteromita","unassigned","protists"
"5072","M03493:516:000000000-L4LRP:1:2113:6787:10607","Eukaryota","Cercozoa","Glissomonadida","unassigned","unassigned","Heteromita","unassigned","protists"
"5073","M03493:516:000000000-L4LRP:1:2102:10446:2863","Eukaryota","Cercozoa","Glissomonadida","unassigned","unassigned","Heteromita","unassigned","protists"
"5074","M03493:516:000000000-L4LRP:1:2114:26761:20963","Eukaryota","Cercozoa","Glissomonadida","unassigned","unassigned","Heteromita","unassigned","protists"
"5075","M03493:516:000000000-L4LRP:1:1111:1814:14234","Eukaryota","Cercozoa","Glissomonadida","unassigned","unassigned","Heteromita","unassigned","protists"
"5076","M03493:516:000000000-L4LRP:1:1110:9699:20137","Eukaryota","Cercozoa","Glissomonadida","unassigned","unassigned","Heteromita","Bodomorpha sp.","protists"
"5077","M03493:516:000000000-L4LRP:1:1106:6248:18594","Eukaryota","Cercozoa","Glissomonadida","unassigned","unassigned","Heteromita","Cercozoa sp.","protists"
"5078","M03493:516:000000000-L4LRP:1:2114:12699:20496","Eukaryota","Cercozoa","Glissomonadida","unassigned","unassigned","Heteromita","unassigned","protists"
"5079","M03493:516:000000000-L4LRP:1:2113:27051:18252","Eukaryota","Cercozoa","Glissomonadida","unassigned","unassigned","Heteromita","unassigned","protists"
"5080","M03493:516:000000000-L4LRP:1:2113:25389:22667","Eukaryota","Cercozoa","Glissomonadida","unassigned","unassigned","Heteromita","unassigned","protists"
"5081","M03493:516:000000000-L4LRP:1:2114:12840:24062","Eukaryota","Cercozoa","Glissomonadida","unassigned","unassigned","Heteromita","unassigned","protists"
"5082","M03493:516:000000000-L4LRP:1:1111:7675:23566","Eukaryota","Cercozoa","Imbricatea","unassigned","Euglyphida","unassigned","unassigned","protists"
"5083","M03493:516:000000000-L4LRP:1:1102:12561:2291","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","protists"
"5084","M03493:516:000000000-L4LRP:1:1107:7578:16241","Eukaryota","Cercozoa","Cercomonadidae","unassigned","unassigned","Cercomonas","unassigned","protists"
"5085","M03493:516:000000000-L4LRP:1:1114:13556:8545","Eukaryota","Cercozoa","Cercomonadidae","unassigned","unassigned","Cercomonas","eukaryotic picoplankton environmental sample","protists"
"5086","M03493:516:000000000-L4LRP:1:2102:12230:4908","Eukaryota","Cercozoa","Cercomonadidae","unassigned","unassigned","Cercomonas","Cercomonas plasmodialis","protists"
"5087","M03493:516:000000000-L4LRP:1:2111:28032:16033","Eukaryota","Cercozoa","Cercomonadidae","unassigned","unassigned","Cercomonas","eukaryotic picoplankton environmental sample","protists"
"5088","M03493:516:000000000-L4LRP:1:1106:6802:16170","Eukaryota","Cercozoa","Cercomonadidae","unassigned","unassigned","Cercomonas","eukaryotic picoplankton environmental sample","protists"
"5089","M03493:516:000000000-L4LRP:1:1114:15439:2844","Eukaryota","Cercozoa","Cercomonadidae","unassigned","unassigned","Cercomonas","eukaryotic picoplankton environmental sample","protists"
"5090","M03493:516:000000000-L4LRP:1:1101:10219:3990","Eukaryota","Cercozoa","Cercomonadidae","unassigned","unassigned","Cercomonas","eukaryotic picoplankton environmental sample","protists"
"5091","M03493:516:000000000-L4LRP:1:2107:4692:23796","Eukaryota","Cercozoa","Cercomonadidae","unassigned","unassigned","Cercomonas","Cercomonas sp.","protists"
"5092","M03493:516:000000000-L4LRP:1:2106:7383:8259","Eukaryota","Cercozoa","Imbricatea","unassigned","Thaumatomonadida","Gyromitus","unassigned","protists"
"5093","M03493:516:000000000-L4LRP:1:2113:16752:10065","Eukaryota","Cercozoa","Imbricatea","unassigned","Thaumatomonadida","unassigned","unassigned","protists"
"5094","M03493:516:000000000-L4LRP:1:1105:20859:4903","Eukaryota","Cercozoa","Imbricatea","unassigned","unassigned","Nudifila","unassigned","protists"
"5095","M03493:516:000000000-L4LRP:1:2109:10652:11632","Eukaryota","Cercozoa","Cercomonadidae","unassigned","unassigned","Cercomonas","Cercomonas sp.","protists"
"5096","M03493:516:000000000-L4LRP:1:1105:26686:20499","Eukaryota","Cercozoa","Cercomonadidae","unassigned","unassigned","Cercomonas","Cercomonas sp.","protists"
"5097","M03493:516:000000000-L4LRP:1:2113:18725:22927","Eukaryota","Cercozoa","Cercomonadidae","unassigned","unassigned","Cercomonas","unassigned","protists"
"5098","M03493:516:000000000-L4LRP:1:1101:17977:3740","Eukaryota","Cercozoa","Cercomonadidae","unassigned","unassigned","Cercomonas","unassigned","protists"
"5099","M03493:516:000000000-L4LRP:1:2114:12162:15707","Eukaryota","Cercozoa","Cercomonadidae","unassigned","unassigned","Cercomonas","unassigned","protists"
"5100","M03493:516:000000000-L4LRP:1:1102:14011:6209","Eukaryota","Cercozoa","Cercomonadidae","unassigned","unassigned","Cercomonas","eukaryotic picoplankton environmental sample","protists"
"5101","M03493:516:000000000-L4LRP:1:2108:10473:14938","Eukaryota","Cercozoa","Cercomonadidae","unassigned","unassigned","Cercomonas","unassigned","protists"
"5102","M03493:516:000000000-L4LRP:1:1114:24556:8711","Eukaryota","Cercozoa","Glissomonadida","unassigned","unassigned","Heteromita","Bodomorpha sp.","protists"
"5103","M03493:516:000000000-L4LRP:1:1106:25076:6004","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","protists"
"5104","M03493:516:000000000-L4LRP:1:1107:24811:22875","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","protists"
"5105","M03493:516:000000000-L4LRP:1:1112:2360:18511","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","protists"
"5106","M03493:516:000000000-L4LRP:1:1113:25553:22529","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","protists"
"5107","M03493:516:000000000-L4LRP:1:1114:17465:27721","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","protists"
"5108","M03493:516:000000000-L4LRP:1:1107:26369:24128","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","protists"
"5109","M03493:516:000000000-L4LRP:1:1104:18518:11810","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","protists"
"5110","M03493:516:000000000-L4LRP:1:2114:11967:16368","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","protists"
"5111","M03493:516:000000000-L4LRP:1:1108:21141:26568","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","protists"
"5112","M03493:516:000000000-L4LRP:1:1106:13692:15505","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","protists"
"5113","M03493:516:000000000-L4LRP:1:1110:21358:13651","Eukaryota","Cercozoa","Glissomonadida","unassigned","unassigned","Heteromita","unassigned","protists"
"5114","M03493:516:000000000-L4LRP:1:2114:21118:10784","Eukaryota","Cercozoa","Cercomonadidae","unassigned","unassigned","Cercomonas","unassigned","protists"
"5115","M03493:516:000000000-L4LRP:1:1106:11869:2184","Eukaryota","Cercozoa","Imbricatea","unassigned","Thaumatomonadida","Gyromitus","Thaumatomastigidae environmental sample","protists"
"5116","M03493:516:000000000-L4LRP:1:2114:22402:9772","Eukaryota","Cercozoa","Imbricatea","unassigned","Thaumatomonadida","Gyromitus","Thaumatomastigidae environmental sample","protists"
"5117","M03493:516:000000000-L4LRP:1:1102:20656:13698","Eukaryota","Cercozoa","Imbricatea","unassigned","Euglyphida","unassigned","unassigned","protists"
"5118","M03493:516:000000000-L4LRP:1:1112:14517:10186","Eukaryota","Cercozoa","Cercomonadidae","unassigned","unassigned","Cercomonas","Cercomonas sp.","protists"
"5119","M03493:516:000000000-L4LRP:1:2109:3416:18323","Eukaryota","Cercozoa","unassigned","unassigned","unassigned","unassigned","Cercozoa sp.","protists"
"5120","M03493:516:000000000-L4LRP:1:1111:19601:28607","Eukaryota","Cercozoa","unassigned","unassigned","unassigned","unassigned","Cercomonadida environmental sample","protists"
"5121","M03493:516:000000000-L4LRP:1:1104:18243:4677","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","protists"
"5122","M03493:516:000000000-L4LRP:1:1109:23463:16439","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","protists"
"5123","M03493:516:000000000-L4LRP:1:1107:24899:6404","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","protists"
"5124","M03493:516:000000000-L4LRP:1:2113:19084:16705","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","protists"
"5125","M03493:516:000000000-L4LRP:1:2113:9917:11139","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","protists"
"5126","M03493:516:000000000-L4LRP:1:2113:14377:26788","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","protists"
"5127","M03493:516:000000000-L4LRP:1:1105:11147:23661","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","protists"
"5128","M03493:516:000000000-L4LRP:1:1101:23855:15992","Eukaryota","Cercozoa","Cercomonadidae","unassigned","unassigned","Cercomonas","Cercomonas sp.","protists"
"5129","M03493:516:000000000-L4LRP:1:1101:12928:28126","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","protists"
"5130","M03493:516:000000000-L4LRP:1:1111:19439:26319","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","protists"
"5131","M03493:516:000000000-L4LRP:1:2108:21729:24200","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","protists"
"5132","M03493:516:000000000-L4LRP:1:1104:18968:20140","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","protists"
"5133","M03493:516:000000000-L4LRP:1:1114:6923:14901","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","protists"
"5134","M03493:516:000000000-L4LRP:1:1101:16407:10299","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","protists"
"5135","M03493:516:000000000-L4LRP:1:1106:13909:12073","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","protists"
"5136","M03493:516:000000000-L4LRP:1:1109:5784:14122","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","protists"
"5137","M03493:516:000000000-L4LRP:1:1112:20186:10052","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","protists"
"5138","M03493:516:000000000-L4LRP:1:1102:9520:18432","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","protists"
"5139","M03493:516:000000000-L4LRP:1:2102:17156:10353","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","protists"
"5140","M03493:516:000000000-L4LRP:1:1110:19695:23534","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","protists"
"5141","M03493:516:000000000-L4LRP:1:1114:6496:7668","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","protists"
"5142","M03493:516:000000000-L4LRP:1:1105:16077:26601","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","protists"
"5143","M03493:516:000000000-L4LRP:1:2103:15615:17610","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","protists"
"5144","M03493:516:000000000-L4LRP:1:1104:23688:18984","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","protists"
"5145","M03493:516:000000000-L4LRP:1:1101:16497:19088","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","protists"
"5146","M03493:516:000000000-L4LRP:1:1103:5288:14510","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","protists"
"5147","M03493:516:000000000-L4LRP:1:2101:11236:18810","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","protists"
"5148","M03493:516:000000000-L4LRP:1:1105:17783:6926","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","protists"
"5149","M03493:516:000000000-L4LRP:1:2112:18256:14883","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","protists"
"5150","M03493:516:000000000-L4LRP:1:1114:23010:10273","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","protists"
"5151","M03493:516:000000000-L4LRP:1:2113:7714:8296","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","protists"
"5152","M03493:516:000000000-L4LRP:1:1108:15392:27976","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","protists"
"5153","M03493:516:000000000-L4LRP:1:1105:8470:8404","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","protists"
"5154","M03493:516:000000000-L4LRP:1:2113:18335:23965","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","protists"
"5155","M03493:516:000000000-L4LRP:1:1110:12097:6397","Eukaryota","Cercozoa","Thecofilosea","Cryomonadida","Rhizaspididae","Rhogostoma","unassigned","protists"
"5156","M03493:516:000000000-L4LRP:1:2103:20558:3211","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","protists"
"5157","M03493:516:000000000-L4LRP:1:1111:18105:22168","Eukaryota","Cercozoa","Imbricatea","unassigned","Thaumatomonadida","Gyromitus","unassigned","protists"
"5158","M03493:516:000000000-L4LRP:1:2104:12939:27433","Eukaryota","Cercozoa","Imbricatea","unassigned","unassigned","Nudifila","unassigned","protists"
"5159","M03493:516:000000000-L4LRP:1:2113:22765:25894","Eukaryota","Cercozoa","Glissomonadida","unassigned","unassigned","Heteromita","unassigned","protists"
"5160","M03493:516:000000000-L4LRP:1:2114:10562:22063","Eukaryota","Cercozoa","Glissomonadida","unassigned","unassigned","Heteromita","unassigned","protists"
"5161","M03493:516:000000000-L4LRP:1:1105:18109:16124","Eukaryota","Cercozoa","Glissomonadida","unassigned","unassigned","Heteromita","unassigned","protists"
"5162","M03493:516:000000000-L4LRP:1:1105:8137:6876","Eukaryota","Cercozoa","Glissomonadida","unassigned","unassigned","Heteromita","unassigned","protists"
"5163","M03493:516:000000000-L4LRP:1:1106:23151:6090","Eukaryota","Cercozoa","Glissomonadida","unassigned","unassigned","Heteromita","unassigned","protists"
"5164","M03493:516:000000000-L4LRP:1:1109:8316:22389","Eukaryota","Cercozoa","Glissomonadida","unassigned","unassigned","Heteromita","unassigned","protists"
"5165","M03493:516:000000000-L4LRP:1:1109:4188:15708","Eukaryota","Cercozoa","Glissomonadida","unassigned","unassigned","Heteromita","Bodomorpha sp.","protists"
"5166","M03493:516:000000000-L4LRP:1:1102:22388:22370","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","protists"
"5167","M03493:516:000000000-L4LRP:1:1108:11929:23302","Eukaryota","Cercozoa","Thecofilosea","Cryomonadida","Rhizaspididae","Rhogostoma","unassigned","protists"
"5168","M03493:516:000000000-L4LRP:1:1102:10803:9121","Eukaryota","Cercozoa","Vampyrellidae","unassigned","unassigned","unassigned","Platyreta germanica","protists"
"5169","M03493:516:000000000-L4LRP:1:1108:5710:13812","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","protists"
"5170","M03493:516:000000000-L4LRP:1:1103:14300:20976","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","protists"
"5171","M03493:516:000000000-L4LRP:1:1101:23074:15099","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","protists"
"5172","M03493:516:000000000-L4LRP:1:2110:19344:21192","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","protists"
"5173","M03493:516:000000000-L4LRP:1:1109:18977:24639","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","protists"
"5174","M03493:516:000000000-L4LRP:1:2114:11245:25035","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","protists"
"5175","M03493:516:000000000-L4LRP:1:1108:8396:21482","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","protists"
"5176","M03493:516:000000000-L4LRP:1:1103:15594:3823","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","protists"
"5177","M03493:516:000000000-L4LRP:1:1106:15347:6720","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","protists"
"5178","M03493:516:000000000-L4LRP:1:2106:27336:20073","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","protists"
"5179","M03493:516:000000000-L4LRP:1:2113:24581:14781","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","protists"
"5180","M03493:516:000000000-L4LRP:1:2113:14142:17711","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","protists"
"5181","M03493:516:000000000-L4LRP:1:1102:13854:24033","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","protists"
"5182","M03493:516:000000000-L4LRP:1:1112:3204:20383","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","protists"
"5183","M03493:516:000000000-L4LRP:1:1111:17860:17801","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","protists"
"5184","M03493:516:000000000-L4LRP:1:2113:21177:11307","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","protists"
"5185","M03493:516:000000000-L4LRP:1:1113:7361:8797","Eukaryota","Cercozoa","Imbricatea","unassigned","Euglyphida","Tracheleuglypha","unassigned","protists"
"5186","M03493:516:000000000-L4LRP:1:2114:1842:16458","Eukaryota","Cercozoa","Imbricatea","unassigned","Euglyphida","Sphenoderia","Sphenoderia pseudominuta","protists"
"5187","M03493:516:000000000-L4LRP:1:1101:15740:21503","Eukaryota","Cercozoa","unassigned","unassigned","unassigned","unassigned","unassigned","protists"
"5188","M03493:516:000000000-L4LRP:1:1106:21000:10326","Eukaryota","Cercozoa","Imbricatea","unassigned","Euglyphida","unassigned","unassigned","protists"
"5189","M03493:516:000000000-L4LRP:1:1108:11761:14199","Eukaryota","Cercozoa","unassigned","unassigned","unassigned","unassigned","unassigned","protists"
"5190","M03493:516:000000000-L4LRP:1:2112:6969:13487","Eukaryota","Cercozoa","Glissomonadida","unassigned","unassigned","Heteromita","unassigned","protists"
"5191","M03493:516:000000000-L4LRP:1:2104:9905:24121","Eukaryota","Cercozoa","Imbricatea","unassigned","Euglyphida","unassigned","unassigned","protists"
"5192","M03493:516:000000000-L4LRP:1:2109:10395:8581","Eukaryota","Cercozoa","unassigned","unassigned","unassigned","unassigned","unassigned","protists"
"5193","M03493:516:000000000-L4LRP:1:1103:18542:28136","Eukaryota","Cercozoa","unassigned","unassigned","unassigned","unassigned","unassigned","protists"
"5194","M03493:516:000000000-L4LRP:1:2108:7749:17628","Eukaryota","Cercozoa","Glissomonadida","unassigned","unassigned","unassigned","unassigned","protists"
"5195","M03493:516:000000000-L4LRP:1:1114:9707:25759","Eukaryota","Cercozoa","unassigned","unassigned","unassigned","unassigned","unassigned","protists"
"5196","M03493:516:000000000-L4LRP:1:1104:6533:15494","Eukaryota","Cercozoa","unassigned","unassigned","unassigned","unassigned","Dimorpha-like sp.","protists"
"5197","M03493:516:000000000-L4LRP:1:1110:13213:22115","Eukaryota","Cercozoa","Glissomonadida","unassigned","unassigned","Heteromita","Heteromita globosa","protists"
"5198","M03493:516:000000000-L4LRP:1:2103:5535:16239","Eukaryota","Cercozoa","Glissomonadida","unassigned","unassigned","Heteromita","Heteromita globosa","protists"
"5199","M03493:516:000000000-L4LRP:1:1114:4982:19920","Eukaryota","Cercozoa","Imbricatea","unassigned","Euglyphida","Paulinella","Paulinella micropora","protists"
"5200","M03493:516:000000000-L4LRP:1:2112:28715:20035","Eukaryota","Cercozoa","Imbricatea","unassigned","Euglyphida","Paulinella","unassigned","protists"
"5201","M03493:516:000000000-L4LRP:1:2113:21474:19419","Eukaryota","Cercozoa","Glissomonadida","unassigned","unassigned","Heteromita","unassigned","protists"
"5202","M03493:516:000000000-L4LRP:1:2113:19711:10148","Eukaryota","Cercozoa","Glissomonadida","unassigned","unassigned","Heteromita","unassigned","protists"
"5203","M03493:516:000000000-L4LRP:1:1103:15727:26004","Eukaryota","Cercozoa","Glissomonadida","unassigned","unassigned","Heteromita","unassigned","protists"
"5204","M03493:516:000000000-L4LRP:1:2113:4015:22226","Eukaryota","Cercozoa","Glissomonadida","unassigned","unassigned","Heteromita","unassigned","protists"
"5205","M03493:516:000000000-L4LRP:1:2113:10879:14717","Eukaryota","Cercozoa","Glissomonadida","unassigned","unassigned","Heteromita","unassigned","protists"
"5206","M03493:516:000000000-L4LRP:1:1107:25702:23840","Eukaryota","Cercozoa","Glissomonadida","unassigned","unassigned","Heteromita","unassigned","protists"
"5207","M03493:516:000000000-L4LRP:1:2114:19634:22412","Eukaryota","Cercozoa","Glissomonadida","unassigned","unassigned","Heteromita","Cercozoa sp.","protists"
"5208","M03493:516:000000000-L4LRP:1:1106:22008:22324","Eukaryota","Cercozoa","Glissomonadida","unassigned","unassigned","Proleptomonas","Proleptomonas faecicola","protists"
"5209","M03493:516:000000000-L4LRP:1:1101:10037:6020","Eukaryota","Cercozoa","Glissomonadida","unassigned","unassigned","unassigned","unassigned","protists"
"5210","M03493:516:000000000-L4LRP:1:1107:16999:24902","Eukaryota","Cercozoa","unassigned","unassigned","unassigned","unassigned","unassigned","protists"
"5211","M03493:516:000000000-L4LRP:1:1102:16301:27085","Eukaryota","Cercozoa","Cercomonadidae","unassigned","unassigned","Cercomonas","unassigned","protists"
"5212","M03493:516:000000000-L4LRP:1:1102:14190:29050","Eukaryota","Cercozoa","Cercomonadidae","unassigned","unassigned","Cavernomonas","Cavernomonas stercoris","protists"
"5213","M03493:516:000000000-L4LRP:1:1103:13784:28397","Eukaryota","Cercozoa","Cercomonadidae","unassigned","unassigned","Cavernomonas","Cavernomonas stercoris","protists"
"5214","M03493:516:000000000-L4LRP:1:2111:4561:11811","Eukaryota","Cercozoa","Imbricatea","unassigned","Euglyphida","Euglypha","Euglypha tuberculata","protists"
"5215","M03493:516:000000000-L4LRP:1:2111:16626:26661","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","protists"
"5216","M03493:516:000000000-L4LRP:1:2114:23007:20170","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","protists"
"5217","M03493:516:000000000-L4LRP:1:2110:16165:25964","Eukaryota","Cercozoa","Thecofilosea","unassigned","unassigned","unassigned","unassigned","protists"
"5218","M03493:516:000000000-L4LRP:1:2103:11901:6666","Eukaryota","Cercozoa","Imbricatea","unassigned","unassigned","Nudifila","Thaumatomastigidae environmental sample","protists"
"5219","M03493:516:000000000-L4LRP:1:2113:17375:23323","Eukaryota","Cercozoa","Cercomonadidae","unassigned","unassigned","unassigned","unassigned","protists"
"5220","M03493:516:000000000-L4LRP:1:1113:25027:24351","Eukaryota","Cercozoa","Cercomonadidae","unassigned","unassigned","unassigned","unassigned","protists"
"5221","M03493:516:000000000-L4LRP:1:2114:22459:8021","Eukaryota","Cercozoa","Cercomonadidae","unassigned","unassigned","unassigned","unassigned","protists"
