;usage;bloc;treatment;habitat;rep;Year;id_sample;abundance;Species;Family;Class;stade;mass;name;rankName;fullName;genusName;familyName;orderName;className;phylumName
946;AF;3;C;cult;1;2023;ANI-23-0390;1;NA;NA;Gastropoda;adulte;NA;Gastropoda;Classe;Gastropoda Cuvier, 1795;NA;NA;NA;Gastropoda;Mollusca
947;AF;3;C;cult;1;2023;ANI-23-0390;2;NA;Scarabeidae;Insecta;adulte;NA;Onthophagus;Genre;Onthophagus Latreille, 1802;Onthophagus;Scarabaeidae;Coleoptera;Insecta;Arthropoda
948;AF;3;C;cult;1;2023;ANI-23-0390;3;NA;NA;Arachnida;NA;NA;Linyphiidae;Famille;Linyphiidae Blackwall, 1859;NA;Linyphiidae;Araneae;Arachnida;Arthropoda
949;AF;3;C;cult;1;2023;ANI-23-0390;1;NA;Thomisidae;Arachnida;NA;NA;Xysticus;Genre;Xysticus Koch, 1834-35;Xysticus;Thomisidae;Araneae;Arachnida;Arthropoda
950;AF;3;C;cult;1;2023;ANI-23-0390;1;NA;Cicadellidae;Insecta;NA;NA;Cicadellidae;Famille;Cicadellidae Latreille, 1802;NA;Cicadellidae;Hemiptera;Insecta;Arthropoda
951;AF;3;C;cult;1;2023;ANI-23-0390;1;NA;NA;Arachnida;adulte;NA;Alopecosa albofasciata;Espèce;Alopecosa albofasciata (Brullé, 1832);Alopecosa;Lycosidae;Araneae;Arachnida;Arthropoda
952;AF;3;C;cult;1;2023;ANI-23-0390;1;NA;NA;Insecta;adulte;NA;Gastrophysa;Genre;Gastrophysa Chevrolat, 1836;Gastrophysa;Chrysomelidae;Coleoptera;Insecta;Arthropoda
953;AF;3;C;cult;2;2023;ANI-23-0392;1;NA;NA;Insecta;NA;NA;Aphidoidea;Super-Famille;Aphidoidea Latreille, 1802;NA;NA;Hemiptera;Insecta;Arthropoda
954;AF;3;C;cult;2;2023;ANI-23-0392;1;NA;Chloropidae;Insecta;adulte;NA;Camarota;Genre;Camarota Meigen, 1830;Camarota;Chloropidae;Diptera;Insecta;Arthropoda
955;AF;3;C;cult;2;2023;ANI-23-0392;4;NA;Formicidae;Insecta;adulte;NA;Cataglyphis pallidula;Espèce;Cataglyphis pallidus Mayr, 1877;Cataglyphis;Formicidae;Hymenoptera;Insecta;Arthropoda
956;AF;3;C;cult;2;2023;ANI-23-0392;1;NA;Coccinellidae;Insecta;larve;NA;Coccinellidae;Famille;Coccinellidae Latreille, 1807;NA;Coccinellidae;Coleoptera;Insecta;Arthropoda
957;AF;3;C;cult;2;2023;ANI-23-0392;1;NA;NA;Insecta;NA;NA;Hymenoptera;Ordre;Hymenoptera Linnaeus, 1758;NA;NA;Hymenoptera;Insecta;Arthropoda
958;AF;3;C;cult;2;2023;ANI-23-0392;2;NA;Scarabeidae;Insecta;adulte;NA;Onthophagus;Genre;Onthophagus Latreille, 1802;Onthophagus;Scarabaeidae;Coleoptera;Insecta;Arthropoda
959;AF;3;C;cult;2;2023;ANI-23-0392;1;NA;thripidae;Insecta;NA;NA;thripidae;NA;NA;NA;NA;NA;NA;NA
960;AF;3;C;cult;2;2023;ANI-23-0392;1;NA;NA;Arachnida;NA;NA;Linyphiidae;Famille;Linyphiidae Blackwall, 1859;NA;Linyphiidae;Araneae;Arachnida;Arthropoda
961;AF;3;C;cult;2;2023;ANI-23-0392;1;NA;NA;Arachnida;NA;NA;Alopecosa albofasciata;Espèce;Alopecosa albofasciata (Brullé, 1832);Alopecosa;Lycosidae;Araneae;Arachnida;Arthropoda
962;AF;3;C;cult;2;2023;ANI-23-0392;2;NA;Dermestidae;Insecta;adulte;NA;Dermestidae;Famille;Dermestidae Latreille, 1804;NA;Dermestidae;Coleoptera;Insecta;Arthropoda
963;AF;3;C;cult;3;2023;ANI-23-0394;1;NA;NA;Insecta;NA;NA;Hymenoptera;Ordre;Hymenoptera Linnaeus, 1758;NA;NA;Hymenoptera;Insecta;Arthropoda
964;AF;3;C;cult;3;2023;ANI-23-0394;4;NA;Scarabeidae;Insecta;adulte;NA;Onthophagus;Genre;Onthophagus Latreille, 1802;Onthophagus;Scarabaeidae;Coleoptera;Insecta;Arthropoda
965;AF;3;C;cult;3;2023;ANI-23-0394;1;NA;Staphylinidae;Insecta;adulte;NA;Anotylus;Genre;Anotylus C.G.Thomson, 1859;Anotylus;Staphylinidae;Coleoptera;Insecta;Arthropoda
966;AF;3;C;cult;3;2023;ANI-23-0394;1;NA;Thomisidae;Arachnida;NA;NA;Xysticus;Genre;Xysticus Koch, 1834-35;Xysticus;Thomisidae;Araneae;Arachnida;Arthropoda
967;AF;3;C;cult;3;2023;ANI-23-0394;1;NA;NA;Arachnida;NA;NA;Araneae;Ordre;Araneae;NA;NA;Araneae;Arachnida;Arthropoda
968;AF;3;C;cult;4;2023;ANI-23-0396;1;NA;NA;Insecta;NA;NA;Hymenoptera;Ordre;Hymenoptera Linnaeus, 1758;NA;NA;Hymenoptera;Insecta;Arthropoda
969;AF;3;C;cult;4;2023;ANI-23-0396;4;NA;Formicidae;Insecta;adulte;NA;Messor;Genre;Messor Forel, 1890;Messor;Formicidae;Hymenoptera;Insecta;Arthropoda
970;AF;3;C;cult;4;2023;ANI-23-0396;1;NA;Scarabeidae;Insecta;adulte;NA;Onthophagus;Genre;Onthophagus Latreille, 1802;Onthophagus;Scarabaeidae;Coleoptera;Insecta;Arthropoda
971;AF;3;C;cult;4;2023;ANI-23-0396;4;NA;NA;Arachnida;NA;NA;Linyphiidae;Famille;Linyphiidae Blackwall, 1859;NA;Linyphiidae;Araneae;Arachnida;Arthropoda
972;AF;3;C;cult;4;2023;ANI-23-0396;1;NA;Thomisidae;Arachnida;adulte;NA;Xysticus;Genre;Xysticus Koch, 1834-35;Xysticus;Thomisidae;Araneae;Arachnida;Arthropoda
973;AF;3;C;cult;4;2023;ANI-23-0396;1;NA;Dermestidae;Insecta;adulte;NA;Dermestidae;Famille;Dermestidae Latreille, 1804;NA;Dermestidae;Coleoptera;Insecta;Arthropoda
974;AF;3;C;cult;4;2023;ANI-23-0396;1;NA;NA;Arachnida;NA;NA;Nomisia;Genre;Nomisia Dalmas, 1921;Nomisia;Gnaphosidae;Araneae;Arachnida;Arthropoda
975;AF;3;C;cult;4;2023;ANI-23-0396;2;NA;Cicadellidae;Insecta;NA;NA;Deltocephalinae;Sous-Famille;Deltocephalinae Dallas, 1870;NA;Cicadellidae;Hemiptera;Insecta;Arthropoda
976;AF;3;C;cult;4;2023;ANI-23-0396;1;NA;Cicadellidae;Insecta;NA;NA;Euscelis;Genre;Euscelis Brullé, 1832;Euscelis;Cicadellidae;Hemiptera;Insecta;Arthropoda
977;AF;3;C;cult;5;2023;ANI-23-0398;9;NA;NA;Arachnida;juvénile;NA;Araneae;Ordre;Araneae;NA;NA;Araneae;Arachnida;Arthropoda
978;AF;3;C;cult;5;2023;ANI-23-0398;2;NA;Formicidae;Insecta;adulte;NA;Cataglyphis pallidula;Espèce;Cataglyphis pallidus Mayr, 1877;Cataglyphis;Formicidae;Hymenoptera;Insecta;Arthropoda
979;AF;3;C;cult;5;2023;ANI-23-0398;1;NA;Cicadellidae;Insecta;NA;NA;Cicadellidae;Famille;Cicadellidae Latreille, 1802;NA;Cicadellidae;Hemiptera;Insecta;Arthropoda
980;AF;3;C;cult;5;2023;ANI-23-0398;4;NA;Formicidae;Insecta;NA;NA;Messor;Genre;Messor Forel, 1890;Messor;Formicidae;Hymenoptera;Insecta;Arthropoda
981;AF;3;C;cult;5;2023;ANI-23-0398;1;NA;Carabidae;Insecta;adulte;0.00129;Microlestes;Genre;Microlestes Schmidt-Goebel, 1846;Microlestes;Carabidae;Coleoptera;Insecta;Arthropoda
982;AF;3;C;cult;5;2023;ANI-23-0398;1;NA;Staphylinidae;Insecta;NA;NA;Anotylus;Genre;Anotylus C.G.Thomson, 1859;Anotylus;Staphylinidae;Coleoptera;Insecta;Arthropoda
983;AF;3;C;cult;5;2023;ANI-23-0398;1;NA;NA;Arachnida;NA;NA;Linyphiidae;Famille;Linyphiidae Blackwall, 1859;NA;Linyphiidae;Araneae;Arachnida;Arthropoda
984;AF;3;C;cult;5;2023;ANI-23-0398;4;NA;Thomisidae;Arachnida;NA;NA;Xysticus;Genre;Xysticus Koch, 1834-35;Xysticus;Thomisidae;Araneae;Arachnida;Arthropoda
985;AF;3;C;cult;5;2023;ANI-23-0398;1;NA;Staphylinidae;Insecta;NA;NA;Aleocharinae;Sous-Famille;Aleocharinae Fleming, 1821;NA;Staphylinidae;Coleoptera;Insecta;Arthropoda
986;AF;3;C;cult;5;2023;ANI-23-0398;1;NA;NA;Arachnida;NA;NA;Lycosidae;Famille;Lycosidae Sundevall, 1833;NA;Lycosidae;Araneae;Arachnida;Arthropoda
987;C;1;C;Cult;1;2023;ANI-23-0694;1;NA;Chrysomelidae;Insecta;adulte;NA;Alticini;Tribu;Alticini Newman, 1834;NA;Chrysomelidae;Coleoptera;Insecta;Arthropoda
988;C;1;C;Cult;1;2023;ANI-23-0694;1;NA;Cicadellidae;Insecta;NA;NA;Cicadellidae;Famille;Cicadellidae Latreille, 1802;NA;Cicadellidae;Hemiptera;Insecta;Arthropoda
989;C;1;C;Cult;1;2023;ANI-23-0694;1;NA;NA;Gastropoda;NA;NA;Gastropoda;Classe;Gastropoda Cuvier, 1795;NA;NA;NA;Gastropoda;Mollusca
990;C;1;C;Cult;1;2023;ANI-23-0694;1;NA;Staphylinidae;Insecta;adulte;NA;Oxytelini;Tribu;Oxytelini Fleming, 1821;NA;Staphylinidae;Coleoptera;Insecta;Arthropoda
991;C;1;C;Cult;1;2023;ANI-23-0694;1;NA;Staphylinidae;Insecta;adulte;NA;Tachyporus;Genre;Tachyporus Gravenhorst, 1802;Tachyporus;Staphylinidae;Coleoptera;Insecta;Arthropoda
992;C;1;C;Cult;1;2023;ANI-23-0694;3;NA;NA;Arachnida;NA;NA;Linyphiidae;Famille;Linyphiidae Blackwall, 1859;NA;Linyphiidae;Araneae;Arachnida;Arthropoda
993;C;1;C;Cult;1;2023;ANI-23-0694;6;NA;Formicidae;Insecta;adulte;NA;Pheidole pallidula;Espèce;Pheidole pallidula (Nylander, 1849);Pheidole;Formicidae;Hymenoptera;Insecta;Arthropoda
994;C;1;C;Cult;1;2023;ANI-23-0694;11;NA;Formicidae;Insecta;adulte;NA;Cataglyphis piliscapa;Espèce;Cataglyphis piliscapa (Forel, 1901);Cataglyphis;Formicidae;Hymenoptera;Insecta;Arthropoda
995;C;1;C;Cult;1;2023;ANI-23-0694;3;NA;Formicidae;Insecta;adulte;NA;Messor;Genre;Messor Forel, 1890;Messor;Formicidae;Hymenoptera;Insecta;Arthropoda
996;C;1;C;Cult;2;2023;ANI-23-0695;1;NA;NA;Insecta;NA;NA;Aphidoidea;Super-Famille;Aphidoidea Latreille, 1802;NA;NA;Hemiptera;Insecta;Arthropoda
997;C;1;C;Cult;2;2023;ANI-23-0695;1;NA;Staphylinidae;Insecta;adulte;NA;Oxytelini;Tribu;Oxytelini Fleming, 1821;NA;Staphylinidae;Coleoptera;Insecta;Arthropoda
998;C;1;C;Cult;2;2023;ANI-23-0695;1;NA;Staphylinidae;Insecta;adulte;NA;Tachyporus;Genre;Tachyporus Gravenhorst, 1802;Tachyporus;Staphylinidae;Coleoptera;Insecta;Arthropoda
999;C;1;C;Cult;2;2023;ANI-23-0695;7;NA;Formicidae;Insecta;adulte;NA;Pheidole pallidula;Espèce;Pheidole pallidula (Nylander, 1849);Pheidole;Formicidae;Hymenoptera;Insecta;Arthropoda
1000;C;1;C;Cult;2;2023;ANI-23-0695;8;NA;Formicidae;Insecta;adulte;NA;Cataglyphis piliscapa;Espèce;Cataglyphis piliscapa (Forel, 1901);Cataglyphis;Formicidae;Hymenoptera;Insecta;Arthropoda
1001;C;1;C;Cult;2;2023;ANI-23-0695;2;NA;Formicidae;Insecta;adulte;NA;Messor;Genre;Messor Forel, 1890;Messor;Formicidae;Hymenoptera;Insecta;Arthropoda
1002;C;1;C;Cult;3;2023;ANI-23-0696;1;NA;NA;Insecta;NA;NA;Aphidoidea;Super-Famille;Aphidoidea Latreille, 1802;NA;NA;Hemiptera;Insecta;Arthropoda
1003;C;1;C;Cult;3;2023;ANI-23-0696;1;NA;NA;NA;adulte;NA;Hippodamia variegata;Espèce;Hippodamia variegata (Goeze, 1777);Hippodamia;Coccinellidae;Coleoptera;Insecta;Arthropoda
1004;C;1;C;Cult;3;2023;ANI-23-0696;1;NA;NA;Arachnida;NA;NA;Linyphiidae;Famille;Linyphiidae Blackwall, 1859;NA;Linyphiidae;Araneae;Arachnida;Arthropoda
1005;C;1;C;Cult;3;2023;ANI-23-0696;2;NA;Formicidae;Insecta;adulte;NA;Pheidole pallidula;Espèce;Pheidole pallidula (Nylander, 1849);Pheidole;Formicidae;Hymenoptera;Insecta;Arthropoda
1006;C;1;C;Cult;3;2023;ANI-23-0696;8;NA;Formicidae;Insecta;adulte;NA;Cataglyphis piliscapa;Espèce;Cataglyphis piliscapa (Forel, 1901);Cataglyphis;Formicidae;Hymenoptera;Insecta;Arthropoda
1007;C;1;C;Cult;3;2023;ANI-23-0696;1;NA;NA;Arachnida;NA;NA;Chalcoscirtus;Genre;Chalcoscirtus Bertkau, 1880;Chalcoscirtus;Salticidae;Araneae;Arachnida;Arthropoda
1008;C;1;C;Cult;3;2023;ANI-23-0696;1;NA;Curculionidae;Insecta;adulte;NA;Hypurus bertrandi;Espèce;Hypurus bertrandi (Perris, 1852);Hypurus;Curculionidae;Coleoptera;Insecta;Arthropoda
1009;C;1;C;Cult;3;2023;ANI-23-0696;1;NA;NA;Arachnida;NA;NA;Gnaphosidae;Famille;Gnaphosidae Pocock, 1898;NA;Gnaphosidae;Araneae;Arachnida;Arthropoda
1010;C;1;C;Cult;3;2023;ANI-23-0696;1;NA;NA;Insecta;NA;NA;Chorthippus brunneus;Espèce;Chorthippus brunneus (Thunberg, 1815);Chorthippus;Acrididae;Orthoptera;Insecta;Arthropoda
1011;C;1;C;Cult;3;2023;ANI-23-0696;1;NA;Staphylinidae;Insecta;adulte;NA;Tachyporus;Genre;Tachyporus Gravenhorst, 1802;Tachyporus;Staphylinidae;Coleoptera;Insecta;Arthropoda
1012;C;1;C;Cult;3;2023;ANI-23-0696;1;NA;Staphylinidae;Insecta;adulte;NA;Xantholinus;Genre;Xantholinus Dejean, 1821;Xantholinus;Staphylinidae;Coleoptera;Insecta;Arthropoda
1013;C;1;C;Cult;4;2023;ANI-23-0697;5;NA;Cicadellidae;Insecta;NA;NA;Cicadellidae;Famille;Cicadellidae Latreille, 1802;NA;Cicadellidae;Hemiptera;Insecta;Arthropoda
1014;C;1;C;Cult;4;2023;ANI-23-0697;2;NA;Staphylinidae;Insecta;adulte;NA;Oxytelini;Tribu;Oxytelini Fleming, 1821;NA;Staphylinidae;Coleoptera;Insecta;Arthropoda
1015;C;1;C;Cult;4;2023;ANI-23-0697;2;NA;Staphylinidae;Insecta;adulte;NA;Tachyporus;Genre;Tachyporus Gravenhorst, 1802;Tachyporus;Staphylinidae;Coleoptera;Insecta;Arthropoda
1016;C;1;C;Cult;4;2023;ANI-23-0697;3;NA;NA;Arachnida;NA;NA;Zodarion;Genre;Zodarion Walckenaer, 1826;Zodarion;Zodariidae;Araneae;Arachnida;Arthropoda
1017;C;1;C;Cult;4;2023;ANI-23-0697;1;NA;NA;Arachnida;NA;NA;Linyphiidae;Famille;Linyphiidae Blackwall, 1859;NA;Linyphiidae;Araneae;Arachnida;Arthropoda
1018;C;1;C;Cult;4;2023;ANI-23-0697;11;NA;Formicidae;Insecta;adulte;NA;Pheidole pallidula;Espèce;Pheidole pallidula (Nylander, 1849);Pheidole;Formicidae;Hymenoptera;Insecta;Arthropoda
1019;C;1;C;Cult;4;2023;ANI-23-0697;1;NA;NA;Insecta;NA;NA;Omocestus rufipes;Espèce;Omocestus rufipes (Zetterstedt, 1821);Omocestus;Acrididae;Orthoptera;Insecta;Arthropoda
1020;C;1;C;Cult;4;2023;ANI-23-0697;1;NA;NA;Arachnida;NA;NA;Philodromidae;Famille;Philodromidae ;NA;Philodromidae;Araneae;Arachnida;Arthropoda
1021;C;1;C;Cult;4;2023;ANI-23-0697;8;NA;Formicidae;Insecta;adulte;NA;Messor;Genre;Messor Forel, 1890;Messor;Formicidae;Hymenoptera;Insecta;Arthropoda
1022;C;1;C;Cult;4;2023;ANI-23-0697;2;NA;Formicidae;Insecta;adulte;NA;Messor;Genre;Messor Forel, 1890;Messor;Formicidae;Hymenoptera;Insecta;Arthropoda
1023;C;1;C;Cult;5;2023;ANI-23-0698;1;NA;NA;Insecta;NA;NA;Aphidoidea;Super-Famille;Aphidoidea Latreille, 1802;NA;NA;Hemiptera;Insecta;Arthropoda
1024;C;1;C;Cult;5;2023;ANI-23-0698;1;NA;Cicadellidae;Insecta;NA;NA;Cicadellidae;Famille;Cicadellidae Latreille, 1802;NA;Cicadellidae;Hemiptera;Insecta;Arthropoda
1025;C;1;C;Cult;5;2023;ANI-23-0698;1;NA;NA;NA;adulte;NA;Hippodamia variegata;Espèce;Hippodamia variegata (Goeze, 1777);Hippodamia;Coccinellidae;Coleoptera;Insecta;Arthropoda
1026;C;1;C;Cult;5;2023;ANI-23-0698;1;NA;NA;Insecta;NA;NA;Thysanoptera;Ordre;Thysanoptera Haliday, 1836;NA;NA;Thysanoptera;Insecta;Arthropoda
1027;C;1;C;Cult;5;2023;ANI-23-0698;2;NA;NA;Arachnida;NA;NA;Linyphiidae;Famille;Linyphiidae Blackwall, 1859;NA;Linyphiidae;Araneae;Arachnida;Arthropoda
1028;C;1;C;Cult;5;2023;ANI-23-0698;3;NA;Formicidae;Insecta;adulte;NA;Pheidole pallidula;Espèce;Pheidole pallidula (Nylander, 1849);Pheidole;Formicidae;Hymenoptera;Insecta;Arthropoda
1029;C;1;C;Cult;5;2023;ANI-23-0698;9;NA;Formicidae;Insecta;adulte;NA;Cataglyphis piliscapa;Espèce;Cataglyphis piliscapa (Forel, 1901);Cataglyphis;Formicidae;Hymenoptera;Insecta;Arthropoda
1030;C;1;C;Cult;5;2023;ANI-23-0698;2;NA;Formicidae;Insecta;adulte;NA;Messor;Genre;Messor Forel, 1890;Messor;Formicidae;Hymenoptera;Insecta;Arthropoda
1031;C;1;C;Cult;5;2023;ANI-23-0698;1;NA;NA;Arachnida;NA;NA;Araneae;Ordre;Araneae;NA;NA;Araneae;Arachnida;Arthropoda
1032;C;1;C;Cult;5;2023;ANI-23-0698;1;NA;Formicidae;Insecta;adulte;NA;Cataglyphis piliscapa;Espèce;Cataglyphis piliscapa (Forel, 1901);Cataglyphis;Formicidae;Hymenoptera;Insecta;Arthropoda
1033;C;1;C;Cult;5;2023;ANI-23-0698;1;NA;Staphylinidae;Insecta;adulte;NA;Oxytelini;Tribu;Oxytelini Fleming, 1821;NA;Staphylinidae;Coleoptera;Insecta;Arthropoda
1034;C;1;C;Cult;5;2023;ANI-23-0698;1;NA;NA;Arachnida;NA;NA;Phalangium;NA;NA;NA;NA;NA;NA;NA
1035;C;1;C;Cult;5;2023;ANI-23-0698;1;NA;Staphylinidae;Insecta;adulte;NA;Staphylinidae;Famille;Staphylinidae Latreille, 1802;NA;Staphylinidae;Coleoptera;Insecta;Arthropoda
1036;C;2;C;Cult;1;2023;ANI-23-0714;3;NA;NA;Insecta;NA;NA;Aphidoidea;Super-Famille;Aphidoidea Latreille, 1802;NA;NA;Hemiptera;Insecta;Arthropoda
1037;C;2;C;Cult;1;2023;ANI-23-0714;0;NA;NA;Arachnida;NA;NA;Araneae;Ordre;Araneae;NA;NA;Araneae;Arachnida;Arthropoda
1038;C;2;C;Cult;1;2023;ANI-23-0714;3;NA;Formicidae;Insecta;adulte;NA;Cataglyphis pallidula;Espèce;Cataglyphis pallidus Mayr, 1877;Cataglyphis;Formicidae;Hymenoptera;Insecta;Arthropoda
1039;C;2;C;Cult;1;2023;ANI-23-0714;1;distinguendus;Carabidae;Insecta;adulte;0.04751;Harpalus distinguendus;Espèce;Harpalus distinguendus (Duftschmid, 1812);Harpalus;Carabidae;Coleoptera;Insecta;Arthropoda
1040;C;2;C;Cult;1;2023;ANI-23-0714;1;distinguendus;Carabidae;Insecta;adulte;0.04615;Harpalus distinguendus;Espèce;Harpalus distinguendus (Duftschmid, 1812);Harpalus;Carabidae;Coleoptera;Insecta;Arthropoda
1041;C;2;C;Cult;1;2023;ANI-23-0714;18;NA;Formicidae;Insecta;adulte;NA;Messor;Genre;Messor Forel, 1890;Messor;Formicidae;Hymenoptera;Insecta;Arthropoda
1042;C;2;C;Cult;1;2023;ANI-23-0714;7;pallidula;Formicidae;Insecta;adulte;NA;Pheidole pallidula;Espèce;Pheidole pallidula (Nylander, 1849);Pheidole;Formicidae;Hymenoptera;Insecta;Arthropoda
1043;C;2;C;Cult;1;2023;ANI-23-0714;1;rufipes;Carabidae;Insecta;adulte;0.09855;Pseudoophonus rufipes;Espèce;Pseudoophonus rufipes (De Geer, 1774);Pseudoophonus;Carabidae;Coleoptera;Insecta;Arthropoda
1044;C;2;C;Cult;1;2023;ANI-23-0714;4;NA;NA;Arachnida;NA;NA;Linyphiidae;Famille;Linyphiidae Blackwall, 1859;NA;Linyphiidae;Araneae;Arachnida;Arthropoda
1045;C;2;C;Cult;1;2023;ANI-23-0714;1;NA;NA;Insecta;NA;NA;Zodarion;Genre;Zodarion Walckenaer, 1826;Zodarion;Zodariidae;Araneae;Arachnida;Arthropoda
1046;C;2;C;Cult;1;2023;ANI-23-0714;1;NA;Staphylinidae;Insecta;adulte;NA;Tachyporus;Genre;Tachyporus Gravenhorst, 1802;Tachyporus;Staphylinidae;Coleoptera;Insecta;Arthropoda
1047;C;2;C;Cult;1;2023;ANI-23-0714;1;NA;Cicadellidae;Insecta;NA;NA;Agalliina;NA;NA;NA;NA;NA;NA;NA
1048;C;2;C;Cult;1;2023;ANI-23-0714;1;NA;Curculionidae;Insecta;adulte;NA;Hypurus bertrandi;Espèce;Hypurus bertrandi (Perris, 1852);Hypurus;Curculionidae;Coleoptera;Insecta;Arthropoda
1049;C;2;C;Cult;1;2023;ANI-23-0714;1;affinis;Carabidae;Insecta;adulte;0.05481;Harpalus affinis;Espèce;Harpalus affinis (Schrank, 1781);Harpalus;Carabidae;Coleoptera;Insecta;Arthropoda
1050;C;2;C;Cult;1;2023;ANI-23-0714;1;NA;Coccinellidae;Insecta;adulte;NA;Hippodamia variegata;Espèce;Hippodamia variegata (Goeze, 1777);Hippodamia;Coccinellidae;Coleoptera;Insecta;Arthropoda
1051;C;2;C;Cult;2;2023;ANI-23-0715;1;NA;NA;Insecta;NA;NA;Aphidoidea;Super-Famille;Aphidoidea Latreille, 1802;NA;NA;Hemiptera;Insecta;Arthropoda
1052;C;2;C;Cult;2;2023;ANI-23-0715;7;NA;Formicidae;Insecta;adulte;NA;Cataglyphis pallidula;Espèce;Cataglyphis pallidus Mayr, 1877;Cataglyphis;Formicidae;Hymenoptera;Insecta;Arthropoda
1053;C;2;C;Cult;2;2023;ANI-23-0715;1;distinguendus;Carabidae;Insecta;adulte;0.03674;Harpalus distinguendus;Espèce;Harpalus distinguendus (Duftschmid, 1812);Harpalus;Carabidae;Coleoptera;Insecta;Arthropoda
1054;C;2;C;Cult;2;2023;ANI-23-0715;1;NA;NA;Insecta;NA;NA;Hemiptera;Ordre;Hemiptera;NA;NA;Hemiptera;Insecta;Arthropoda
1055;C;2;C;Cult;2;2023;ANI-23-0715;35;NA;Formicidae;Insecta;NA;NA;Messor;Genre;Messor Forel, 1890;Messor;Formicidae;Hymenoptera;Insecta;Arthropoda
1056;C;2;C;Cult;2;2023;ANI-23-0715;2;pallidula;Formicidae;Insecta;adulte;NA;Pheidole pallidula;Espèce;Pheidole pallidula (Nylander, 1849);Pheidole;Formicidae;Hymenoptera;Insecta;Arthropoda
1057;C;2;C;Cult;2;2023;ANI-23-0715;1;NA;Elateridae ;Insecta;adulte;NA;Athous;Genre;Athous Eschscholtz, 1829;Athous;Elateridae;Coleoptera;Insecta;Arthropoda
1058;C;2;C;Cult;2;2023;ANI-23-0715;4;NA;NA;Arachnida;NA;NA;Linyphiidae;Famille;Linyphiidae Blackwall, 1859;NA;Linyphiidae;Araneae;Arachnida;Arthropoda
1059;C;2;C;Cult;2;2023;ANI-23-0715;1;NA;NA;Arachnida;NA;NA;Zodarion;Genre;Zodarion Walckenaer, 1826;Zodarion;Zodariidae;Araneae;Arachnida;Arthropoda
1060;C;2;C;Cult;2;2023;ANI-23-0715;1;NA;Thomisidae;Arachnida;NA;NA;Xysticus;Genre;Xysticus Koch, 1834-35;Xysticus;Thomisidae;Araneae;Arachnida;Arthropoda
1061;C;2;C;Cult;2;2023;ANI-23-0715;2;NA;Coccinellidae;Insecta;adulte;NA;Hippodamia variegata;Espèce;Hippodamia variegata (Goeze, 1777);Hippodamia;Coccinellidae;Coleoptera;Insecta;Arthropoda
1062;C;2;C;Cult;2;2023;ANI-23-0715;1;NA;Cicadellidae;Insecta;NA;NA;Cicadellidae;Famille;Cicadellidae Latreille, 1802;NA;Cicadellidae;Hemiptera;Insecta;Arthropoda
1063;C;2;C;Cult;2;2023;ANI-23-0715;1;NA;Cicadellidae;Insecta;NA;NA;Paralimnina;NA;NA;NA;NA;NA;NA;NA
1064;C;2;C;Cult;2;2023;ANI-23-0715;1;NA;Staphylinidae;Insecta;adulte;NA;Tachyporinae;Sous-Famille;Tachyporinae MacLeay, 1825;NA;Staphylinidae;Coleoptera;Insecta;Arthropoda
1065;C;2;C;Cult;3;2023;ANI-23-0716;9;NA;Formicidae;Insecta;adulte;NA;Cataglyphis pallidula;Espèce;Cataglyphis pallidus Mayr, 1877;Cataglyphis;Formicidae;Hymenoptera;Insecta;Arthropoda
1066;C;2;C;Cult;3;2023;ANI-23-0716;3;7punctata;Coccinellidae;Insecta;adulte;NA;Coccinella septempunctata;Espèce;Coccinella septempunctata Linnaeus, 1758;Coccinella;Coccinellidae;Coleoptera;Insecta;Arthropoda
1067;C;2;C;Cult;3;2023;ANI-23-0716;1;atratus;Carabidae;Insecta;adulte;0.02842;Harpalus atratus;Espèce;Harpalus atratus Latreille, 1804;Harpalus;Carabidae;Coleoptera;Insecta;Arthropoda
1068;C;2;C;Cult;3;2023;ANI-23-0716;12;NA;Formicidae;Insecta;adulte;NA;Messor;Genre;Messor Forel, 1890;Messor;Formicidae;Hymenoptera;Insecta;Arthropoda
1069;C;2;C;Cult;3;2023;ANI-23-0716;7;pallidula;Formicidae;Insecta;adulte;NA;Pheidole pallidula;Espèce;Pheidole pallidula (Nylander, 1849);Pheidole;Formicidae;Hymenoptera;Insecta;Arthropoda
1070;C;2;C;Cult;3;2023;ANI-23-0716;1;rufipes;Carabidae;Insecta;adulte;0.12336;Pseudoophonus rufipes;Espèce;Pseudoophonus rufipes (De Geer, 1774);Pseudoophonus;Carabidae;Coleoptera;Insecta;Arthropoda
1071;C;2;C;Cult;3;2023;ANI-23-0716;1;NA;Formicidae;Insecta;adulte;NA;Solenopsis;NA;NA;NA;NA;NA;NA;NA
1072;C;2;C;Cult;3;2023;ANI-23-0716;2;NA;NA;Arachnida;NA;NA;Linyphiidae;Famille;Linyphiidae Blackwall, 1859;NA;Linyphiidae;Araneae;Arachnida;Arthropoda
1073;C;2;C;Cult;3;2023;ANI-23-0716;4;NA;NA;Arachnida;NA;NA;Zodarion;Genre;Zodarion Walckenaer, 1826;Zodarion;Zodariidae;Araneae;Arachnida;Arthropoda
1074;C;2;C;Cult;3;2023;ANI-23-0716;1;NA;NA;Arachnida;NA;NA;Gnaphosidae;Famille;Gnaphosidae Pocock, 1898;NA;Gnaphosidae;Araneae;Arachnida;Arthropoda
