"","name","year","usage","bloc","treatment","habitat","rep","id_sample","INat","abundance","stade","genusName","modalite","month","code","rankName","fullName","familyName","orderName","className","phylumName"
"1323","Hymenoptera",2023,"F",2,"C","Forest",1,"ANI-23-0319","ANI-23-0319-hymeno5",1,"Ad",NA,"F","04/23","2F1","Ordre","Hymenoptera Linnaeus, 1758",NA,"Hymenoptera","Insecta","Arthropoda"
"1324","Hymenoptera",2023,"F",2,"C","Forest",1,"ANI-23-0319","ANI-23-0319-hymeno6",1,"Ad",NA,"F","04/23","2F1","Ordre","Hymenoptera Linnaeus, 1758",NA,"Hymenoptera","Insecta","Arthropoda"
"1325","Hymenoptera",2023,"F",2,"C","Forest",1,"ANI-23-0319","ANI-23-0319-hymeno7",1,"Ad",NA,"F","04/23","2F1","Ordre","Hymenoptera Linnaeus, 1758",NA,"Hymenoptera","Insecta","Arthropoda"
"1326","Hymenoptera",2023,"F",2,"C","Forest",1,"ANI-23-0319","ANI-23-0319-hymeno9",1,"Ad",NA,"F","04/23","2F1","Ordre","Hymenoptera Linnaeus, 1758",NA,"Hymenoptera","Insecta","Arthropoda"
"1327","Hymenoptera",2023,"F",2,"C","Forest",2,"ANI-23-0320","ANI-23-0320-hym6",1,"Ad",NA,"F","04/23","2F2","Ordre","Hymenoptera Linnaeus, 1758",NA,"Hymenoptera","Insecta","Arthropoda"
"1328","Hymenoptera",2023,"F",2,"C","Forest",2,"ANI-23-0320","ANI-23-0320-hym7",1,"Ad",NA,"F","04/23","2F2","Ordre","Hymenoptera Linnaeus, 1758",NA,"Hymenoptera","Insecta","Arthropoda"
"1329","Hymenoptera",2023,"F",2,"C","Forest",3,"ANI-23-0321","ANI-23-0320-hym6",2,"Ad",NA,"F","04/23","2F3","Ordre","Hymenoptera Linnaeus, 1758",NA,"Hymenoptera","Insecta","Arthropoda"
"1330","Hymenoptera",2023,"F",2,"C","Forest",3,"ANI-23-0321","ANI-23-0321-hym16",1,"Ad",NA,"F","04/23","2F3","Ordre","Hymenoptera Linnaeus, 1758",NA,"Hymenoptera","Insecta","Arthropoda"
"1331","Hymenoptera",2023,"F",2,"C","Forest",3,"ANI-23-0321","ANI-23-0321-hym18",1,"Ad",NA,"F","04/23","2F3","Ordre","Hymenoptera Linnaeus, 1758",NA,"Hymenoptera","Insecta","Arthropoda"
"1332","Hymenoptera",2023,"F",2,"C","Forest",3,"ANI-23-0321","ANI-23-0321-hym19",1,"Ad",NA,"F","04/23","2F3","Ordre","Hymenoptera Linnaeus, 1758",NA,"Hymenoptera","Insecta","Arthropoda"
"1333","Hymenoptera",2023,"F",2,"C","Forest",3,"ANI-23-0321","ANI-23-0321-hym9",1,"Ad",NA,"F","04/23","2F3","Ordre","Hymenoptera Linnaeus, 1758",NA,"Hymenoptera","Insecta","Arthropoda"
"1334","Hymenoptera",2023,"AF",2,"C","LSA",1,"ANI-23-0309","ANI-23-0309-hymeno3",1,"Ad",NA,"AF_LSA","04/23","2AF_LSA1","Ordre","Hymenoptera Linnaeus, 1758",NA,"Hymenoptera","Insecta","Arthropoda"
"1335","Hymenoptera",2023,"F",2,"C","Forest",4,"ANI-23-0322","ANI-23-0322-hym6",1,"Ad",NA,"F","04/23","2F4","Ordre","Hymenoptera Linnaeus, 1758",NA,"Hymenoptera","Insecta","Arthropoda"
"1336","Hymenoptera",2023,"F",2,"C","Forest",5,"ANI-23-0323","ANI-23-0323-hym15",1,"Ad",NA,"F","04/23","2F5","Ordre","Hymenoptera Linnaeus, 1758",NA,"Hymenoptera","Insecta","Arthropoda"
"1337","Hymenoptera",2023,"F",2,"C","Forest",5,"ANI-23-0323","ANI-23-0323-hym19",1,"Ad",NA,"F","04/23","2F5","Ordre","Hymenoptera Linnaeus, 1758",NA,"Hymenoptera","Insecta","Arthropoda"
"1338","Hymenoptera",2023,"F",2,"C","Forest",5,"ANI-23-0323","ANI-23-0323-hym7",2,"Ad",NA,"F","04/23","2F5","Ordre","Hymenoptera Linnaeus, 1758",NA,"Hymenoptera","Insecta","Arthropoda"
"1339","Hymenoptera",2023,"F",2,"C","Forest",5,"ANI-23-0323","ANI-23-0323-hym8",3,"Ad",NA,"F","04/23","2F5","Ordre","Hymenoptera Linnaeus, 1758",NA,"Hymenoptera","Insecta","Arthropoda"
"1340","Hymenoptera",2023,"F",3,"C","Forest",3,"ANI-23-0341","ANI-23-0341-hym17",3,"Ad",NA,"F","04/23","3F3","Ordre","Hymenoptera Linnaeus, 1758",NA,"Hymenoptera","Insecta","Arthropoda"
"1341","Hymenoptera",2023,"F",3,"C","Forest",3,"ANI-23-0341","ANI-23-0341-hym18",1,"Ad",NA,"F","04/23","3F3","Ordre","Hymenoptera Linnaeus, 1758",NA,"Hymenoptera","Insecta","Arthropoda"
"1342","Hymenoptera",2023,"AF",1,"C","LSA",2,"ANI-23-0291","ANI-23-0291-hymeno3",1,"Ad",NA,"AF_LSA","04/23","1AF_LSA2","Ordre","Hymenoptera Linnaeus, 1758",NA,"Hymenoptera","Insecta","Arthropoda"
"1343","Hymenoptera",2023,"AF",1,"C","LSA",4,"ANI-23-0295","ANI-23-0299-hymeno1",1,"Ad",NA,"AF_LSA","04/23","1AF_LSA4","Ordre","Hymenoptera Linnaeus, 1758",NA,"Hymenoptera","Insecta","Arthropoda"
"1344","Hymenoptera",2023,"AF",1,"C","LSA",5,"ANI-23-0297",NA,1,"Ad",NA,"AF_LSA","04/23","1AF_LSA5","Ordre","Hymenoptera Linnaeus, 1758",NA,"Hymenoptera","Insecta","Arthropoda"
"1345","Hymenoptera",2023,"AF",2,"C","LSA",1,"ANI-23-0309","ANI-23-0309-hymeno11",2,"Ad",NA,"AF_LSA","04/23","2AF_LSA1","Ordre","Hymenoptera Linnaeus, 1758",NA,"Hymenoptera","Insecta","Arthropoda"
"1346","Hymenoptera",2023,"AF",2,"C","LSA",1,"ANI-23-0309","ANI-23-0309-hymeno14",1,"Ad",NA,"AF_LSA","04/23","2AF_LSA1","Ordre","Hymenoptera Linnaeus, 1758",NA,"Hymenoptera","Insecta","Arthropoda"
"1347","Hymenoptera",2023,"AF",2,"C","LSA",1,"ANI-23-0309","ANI-23-0309-hymeno6",1,"Ad",NA,"AF_LSA","04/23","2AF_LSA1","Ordre","Hymenoptera Linnaeus, 1758",NA,"Hymenoptera","Insecta","Arthropoda"
"1348","Hymenoptera",2023,"AF",2,"C","LSA",2,"ANI-23-0311","ANI-23-0311-hymeno14",1,"Ad",NA,"AF_LSA","04/23","2AF_LSA2","Ordre","Hymenoptera Linnaeus, 1758",NA,"Hymenoptera","Insecta","Arthropoda"
"1349","Hymenoptera",2023,"AF",2,"C","LSA",2,"ANI-23-0311","ANI-23-0311-hymeno15",1,"Ad",NA,"AF_LSA","04/23","2AF_LSA2","Ordre","Hymenoptera Linnaeus, 1758",NA,"Hymenoptera","Insecta","Arthropoda"
"1350","Hymenoptera",2023,"AF",2,"C","LSA",2,"ANI-23-0311","ANI-23-0311-hymeno16",1,"Ad",NA,"AF_LSA","04/23","2AF_LSA2","Ordre","Hymenoptera Linnaeus, 1758",NA,"Hymenoptera","Insecta","Arthropoda"
"1351","Hymenoptera",2023,"AF",2,"C","LSA",2,"ANI-23-0311","ANI-23-0311-hymeno7",1,"Ad",NA,"AF_LSA","04/23","2AF_LSA2","Ordre","Hymenoptera Linnaeus, 1758",NA,"Hymenoptera","Insecta","Arthropoda"
"1352","Hymenoptera",2023,"AF",2,"C","LSA",2,"ANI-23-0311","ANI-23-0311-hymeno9",1,"Ad",NA,"AF_LSA","04/23","2AF_LSA2","Ordre","Hymenoptera Linnaeus, 1758",NA,"Hymenoptera","Insecta","Arthropoda"
"1353","Hymenoptera",2023,"AF",2,"C","LSA",3,"ANI-23-0313","ANI-23-0313-hymeno10",1,"Ad",NA,"AF_LSA","04/23","2AF_LSA3","Ordre","Hymenoptera Linnaeus, 1758",NA,"Hymenoptera","Insecta","Arthropoda"
"1354","Hymenoptera",2023,"AF",2,"C","LSA",3,"ANI-23-0313","ANI-23-0313-hymeno7",1,"Ad",NA,"AF_LSA","04/23","2AF_LSA3","Ordre","Hymenoptera Linnaeus, 1758",NA,"Hymenoptera","Insecta","Arthropoda"
"1355","Hymenoptera",2023,"AF",2,"C","LSA",3,"ANI-23-0313","ANI-23-0313-hymeno9",1,"Ad",NA,"AF_LSA","04/23","2AF_LSA3","Ordre","Hymenoptera Linnaeus, 1758",NA,"Hymenoptera","Insecta","Arthropoda"
"1356","Hymenoptera",2023,"AF",2,"C","LSA",5,"ANI-23-0317","ANI-23-0317-hymeno9",1,"Ad",NA,"AF_LSA","04/23","2AF_LSA5","Ordre","Hymenoptera Linnaeus, 1758",NA,"Hymenoptera","Insecta","Arthropoda"
"1357","Hymenoptera",2023,"AF",3,"C","LSA",1,"ANI-23-0329","ANI-23-0329-hym4",1,"Ad",NA,"AF_LSA","04/23","3AF_LSA1","Ordre","Hymenoptera Linnaeus, 1758",NA,"Hymenoptera","Insecta","Arthropoda"
"1358","Hymenoptera",2023,"AF",3,"C","LSA",1,"ANI-23-0329","ANI-23-0329-hym8",2,"Ad",NA,"AF_LSA","04/23","3AF_LSA1","Ordre","Hymenoptera Linnaeus, 1758",NA,"Hymenoptera","Insecta","Arthropoda"
"1359","Hymenoptera",2023,"AF",3,"C","LSA",3,"ANI-23-0333",NA,3,"Ad",NA,"AF_LSA","04/23","3AF_LSA3","Ordre","Hymenoptera Linnaeus, 1758",NA,"Hymenoptera","Insecta","Arthropoda"
"1360","Hymenoptera",2023,"AF",3,"C","LSA",3,"ANI-23-0333","ANI-23-0333-hym12",1,"Ad",NA,"AF_LSA","04/23","3AF_LSA3","Ordre","Hymenoptera Linnaeus, 1758",NA,"Hymenoptera","Insecta","Arthropoda"
"1361","Hymenoptera",2023,"AF",3,"C","LSA",3,"ANI-23-0333","ANI-23-0333-hym14",1,"Ad",NA,"AF_LSA","04/23","3AF_LSA3","Ordre","Hymenoptera Linnaeus, 1758",NA,"Hymenoptera","Insecta","Arthropoda"
"1362","Hymenoptera",2023,"AF",3,"C","LSA",4,"ANI-23-0335","ANI-23-0335-hym2",1,"Ad",NA,"AF_LSA","04/23","3AF_LSA4","Ordre","Hymenoptera Linnaeus, 1758",NA,"Hymenoptera","Insecta","Arthropoda"
"1363","Hymenoptera",2023,"AF",3,"C","LSA",4,"ANI-23-0335","ANI-23-0335-hym6",1,"Ad",NA,"AF_LSA","04/23","3AF_LSA4","Ordre","Hymenoptera Linnaeus, 1758",NA,"Hymenoptera","Insecta","Arthropoda"
"1364","Hymenoptera",2023,"AF",3,"C","LSA",4,"ANI-23-0335","ANI-23-0335-hym7",1,"Ad",NA,"AF_LSA","04/23","3AF_LSA4","Ordre","Hymenoptera Linnaeus, 1758",NA,"Hymenoptera","Insecta","Arthropoda"
"1365","Hymenoptera",2023,"AF",3,"C","LSA",5,"ANI-23-0337",NA,1,"Ad",NA,"AF_LSA","04/23","3AF_LSA5","Ordre","Hymenoptera Linnaeus, 1758",NA,"Hymenoptera","Insecta","Arthropoda"
"1366","Hymenoptera",2023,"AF",3,"C","LSA",5,"ANI-23-0337","ANI-23-0337-hym1",1,"Ad",NA,"AF_LSA","04/23","3AF_LSA5","Ordre","Hymenoptera Linnaeus, 1758",NA,"Hymenoptera","Insecta","Arthropoda"
"1367","Hymenoptera",2023,"AF",3,"C","LSA",5,"ANI-23-0337","ANI-23-0337-hym10",1,"Ad",NA,"AF_LSA","04/23","3AF_LSA5","Ordre","Hymenoptera Linnaeus, 1758",NA,"Hymenoptera","Insecta","Arthropoda"
"1368","Hymenoptera",2023,"AF",3,"C","LSA",5,"ANI-23-0337","ANI-23-0337-hym11",1,"Ad",NA,"AF_LSA","04/23","3AF_LSA5","Ordre","Hymenoptera Linnaeus, 1758",NA,"Hymenoptera","Insecta","Arthropoda"
"1369","Hymenoptera",2023,"AF",3,"C","LSA",5,"ANI-23-0337","ANI-23-0337-hym4",1,"Ad",NA,"AF_LSA","04/23","3AF_LSA5","Ordre","Hymenoptera Linnaeus, 1758",NA,"Hymenoptera","Insecta","Arthropoda"
"1370","Hymenoptera",2023,"AF",3,"C","LSA",5,"ANI-23-0337","ANI-23-0337-hym6",1,"Ad",NA,"AF_LSA","04/23","3AF_LSA5","Ordre","Hymenoptera Linnaeus, 1758",NA,"Hymenoptera","Insecta","Arthropoda"
"1371","Hymenoptera",2023,"AF",3,"C","LSA",5,"ANI-23-0337","ANI-23-0337-hym8",1,"Ad",NA,"AF_LSA","04/23","3AF_LSA5","Ordre","Hymenoptera Linnaeus, 1758",NA,"Hymenoptera","Insecta","Arthropoda"
"1372","Hymenoptera",2023,"AF",3,"C","cult",4,"ANI-23-0336","ANI-23-0336-hym2",1,"Ad",NA,"AF_C","04/23","3AF_C4","Ordre","Hymenoptera Linnaeus, 1758",NA,"Hymenoptera","Insecta","Arthropoda"
"1373","Hymenoptera",2023,"AF",1,"C","cult",1,"ANI-23-0290",NA,1,"Ad",NA,"AF_C","04/23","1AF_C1","Ordre","Hymenoptera Linnaeus, 1758",NA,"Hymenoptera","Insecta","Arthropoda"
"1374","Hymenoptera",2023,"AF",1,"C","cult",4,"ANI-23-0296","ANI-23-0296-hymeno2",1,"Ad",NA,"AF_C","04/23","1AF_C4","Ordre","Hymenoptera Linnaeus, 1758",NA,"Hymenoptera","Insecta","Arthropoda"
"1375","Hymenoptera",2023,"AF",2,"C","cult",2,"ANI-23-0312",NA,2,"Ad",NA,"AF_C","04/23","2AF_C2","Ordre","Hymenoptera Linnaeus, 1758",NA,"Hymenoptera","Insecta","Arthropoda"
"1376","Hymenoptera",2023,"AF",3,"C","cult",2,"ANI-23-0332","ANI-23-0332-hym5",1,"Ad",NA,"AF_C","04/23","3AF_C2","Ordre","Hymenoptera Linnaeus, 1758",NA,"Hymenoptera","Insecta","Arthropoda"
"1377","Hymenoptera",2023,"AF",2,"C","cult",4,"ANI-23-0316","ANI-23-0316-hymeno9",1,"Ad",NA,"AF_C","04/23","2AF_C4","Ordre","Hymenoptera Linnaeus, 1758",NA,"Hymenoptera","Insecta","Arthropoda"
"1378","Hymenoptera",2023,"AF",2,"C","cult",5,"ANI-23-0318","ANI-23-0318-hymeno10",1,"Ad",NA,"AF_C","04/23","2AF_C5","Ordre","Hymenoptera Linnaeus, 1758",NA,"Hymenoptera","Insecta","Arthropoda"
"1379","Hymenoptera",2023,"AF",2,"C","cult",5,"ANI-23-0318","ANI-23-0318-hymeno8",1,"Ad",NA,"AF_C","04/23","2AF_C5","Ordre","Hymenoptera Linnaeus, 1758",NA,"Hymenoptera","Insecta","Arthropoda"
"1380","Hymenoptera",2023,"AF",2,"C","cult",5,"ANI-23-0318","ANI-23-0318-hymeno9",1,"Ad",NA,"AF_C","04/23","2AF_C5","Ordre","Hymenoptera Linnaeus, 1758",NA,"Hymenoptera","Insecta","Arthropoda"
"1381","Hymenoptera",2023,"AF",3,"C","cult",2,"ANI-23-0332","ANI-23-0332-hym6",1,"Ad",NA,"AF_C","04/23","3AF_C2","Ordre","Hymenoptera Linnaeus, 1758",NA,"Hymenoptera","Insecta","Arthropoda"
"1382","Hymenoptera",2023,"AF",3,"C","cult",1,"ANI-23-0330","ANI-23-0330-hym5",1,"Ad",NA,"AF_C","04/23","3AF_C1","Ordre","Hymenoptera Linnaeus, 1758",NA,"Hymenoptera","Insecta","Arthropoda"
"1383","Hymenoptera",2023,"AF",3,"C","cult",2,"ANI-23-0332","ANI-23-0332-hym4",2,"Ad",NA,"AF_C","04/23","3AF_C2","Ordre","Hymenoptera Linnaeus, 1758",NA,"Hymenoptera","Insecta","Arthropoda"
"1384","Ichneumonidae",2023,"C",2,"C","Cult",5,"ANI-23-0208","ANI-23-0208-hym1",1,"Ad",NA,"C","03/23","2C5","Famille","Ichneumonidae Latreille, 1802","Ichneumonidae","Hymenoptera","Insecta","Arthropoda"
"1385","Ichneumonidae",2023,"C",3,"C","Cult",1,"ANI-23-0224","ANI-23-0224-hym2",1,"Ad",NA,"C","03/23","3C1","Famille","Ichneumonidae Latreille, 1802","Ichneumonidae","Hymenoptera","Insecta","Arthropoda"
"1386","Ichneumonidae",2023,"C",3,"C","Cult",4,"ANI-23-0227","ANI-23-0227-hym2",1,"Ad",NA,"C","03/23","3C4","Famille","Ichneumonidae Latreille, 1802","Ichneumonidae","Hymenoptera","Insecta","Arthropoda"
"1387","Ichneumonidae",2023,"F",1,"C","Forest",1,"ANI-23-0179","ANI-23-0179-hym1",1,"Ad",NA,"F","03/23","1F1","Famille","Ichneumonidae Latreille, 1802","Ichneumonidae","Hymenoptera","Insecta","Arthropoda"
"1388","Ichneumonidae",2023,"F",1,"C","Forest",3,"ANI-23-0181","ANI-23-0181-hym1",1,"Ad",NA,"F","03/23","1F3","Famille","Ichneumonidae Latreille, 1802","Ichneumonidae","Hymenoptera","Insecta","Arthropoda"
"1389","Ichneumonidae",2023,"F",2,"C","Forest",1,"ANI-23-0199","ANI-23-0199-hym1",1,"Ad",NA,"F","03/23","2F1","Famille","Ichneumonidae Latreille, 1802","Ichneumonidae","Hymenoptera","Insecta","Arthropoda"
"1390","Ichneumonidae",2023,"F",2,"C","Forest",3,"ANI-23-0201","ANI-23-0201-hym1",1,"Ad",NA,"F","03/23","2F3","Famille","Ichneumonidae Latreille, 1802","Ichneumonidae","Hymenoptera","Insecta","Arthropoda"
"1391","Ichneumonidae",2023,"F",2,"C","Forest",5,"ANI-23-0203","ANI-23-0203-hym1",1,"Ad",NA,"F","03/23","2F5","Famille","Ichneumonidae Latreille, 1802","Ichneumonidae","Hymenoptera","Insecta","Arthropoda"
"1392","Ichneumonidae",2023,"AF",1,"C","LSA",4,"ANI-23-0175","ANI-23-0175-ich1",1,"Ad",NA,"AF_LSA","03/23","1AF_LSA4","Famille","Ichneumonidae Latreille, 1802","Ichneumonidae","Hymenoptera","Insecta","Arthropoda"
"1393","Ichneumonidae",2023,"AF",2,"C","LSA",1,"ANI-23-0189","ANI-23-0189-ich1",1,"Ad",NA,"AF_LSA","03/23","2AF_LSA1","Famille","Ichneumonidae Latreille, 1802","Ichneumonidae","Hymenoptera","Insecta","Arthropoda"
"1394","Ichneumonidae",2023,"AF",2,"C","LSA",2,"ANI-23-0191","ANI-23-0191-hym1",1,"Ad",NA,"AF_LSA","03/23","2AF_LSA2","Famille","Ichneumonidae Latreille, 1802","Ichneumonidae","Hymenoptera","Insecta","Arthropoda"
"1395","Ichneumonidae",2023,"AF",2,"C","LSA",2,"ANI-23-0191","ANI-23-0191-ich1",1,"Ad",NA,"AF_LSA","03/23","2AF_LSA2","Famille","Ichneumonidae Latreille, 1802","Ichneumonidae","Hymenoptera","Insecta","Arthropoda"
"1396","Ichneumonidae",2023,"AF",3,"C","LSA",2,"ANI-23-0211","ANI-23-0211-hym1",1,"Ad",NA,"AF_LSA","03/23","3AF_LSA2","Famille","Ichneumonidae Latreille, 1802","Ichneumonidae","Hymenoptera","Insecta","Arthropoda"
"1397","Ichneumonidae",2023,"AF",3,"C","cult",1,"ANI-23-0210",NA,1,"Ad",NA,"AF_C","03/23","3AF_C1","Famille","Ichneumonidae Latreille, 1802","Ichneumonidae","Hymenoptera","Insecta","Arthropoda"
"1398","Ichneumonidae",2023,"C",3,"C","Cult",4,"ANI-23-0347","ANI-23-0347-hym1",1,"Ad",NA,"C","04/23","3C4","Famille","Ichneumonidae Latreille, 1802","Ichneumonidae","Hymenoptera","Insecta","Arthropoda"
"1399","Ichneumonidae",2023,"C",3,"C","Cult",5,"ANI-23-0348","ANI-23-0348-hym1",1,"Ad",NA,"C","04/23","3C5","Famille","Ichneumonidae Latreille, 1802","Ichneumonidae","Hymenoptera","Insecta","Arthropoda"
"1400","Ichneumonidae",2023,"C",3,"C","Cult",5,"ANI-23-0348","ANI-23-0348-hym2",1,"Ad",NA,"C","04/23","3C5","Famille","Ichneumonidae Latreille, 1802","Ichneumonidae","Hymenoptera","Insecta","Arthropoda"
"1401","Ichneumonidae",2023,"F",1,"C","Forest",4,"ANI-23-0302","ANI-23-0302-hymeno4",1,"Ad",NA,"F","04/23","1F4","Famille","Ichneumonidae Latreille, 1802","Ichneumonidae","Hymenoptera","Insecta","Arthropoda"
"1402","Ichneumonidae",2023,"F",1,"C","Forest",4,"ANI-23-0302","ANI-23-0302-hymeno6",1,"Ad",NA,"F","04/23","1F4","Famille","Ichneumonidae Latreille, 1802","Ichneumonidae","Hymenoptera","Insecta","Arthropoda"
"1403","Ichneumonidae",2023,"F",1,"C","Forest",5,"ANI-23-0303","ANI-23-0302-hymeno4",1,"Ad",NA,"F","04/23","1F5","Famille","Ichneumonidae Latreille, 1802","Ichneumonidae","Hymenoptera","Insecta","Arthropoda"
"1404","Ichneumonidae",2023,"F",1,"C","Forest",5,"ANI-23-0303","ANI-23-0303-hymeno1",1,"Ad",NA,"F","04/23","1F5","Famille","Ichneumonidae Latreille, 1802","Ichneumonidae","Hymenoptera","Insecta","Arthropoda"
"1405","Ichneumonidae",2023,"F",1,"C","Forest",5,"ANI-23-0303","ANI-23-0303-hymeno2",1,"Ad",NA,"F","04/23","1F5","Famille","Ichneumonidae Latreille, 1802","Ichneumonidae","Hymenoptera","Insecta","Arthropoda"
"1406","Ichneumonidae",2023,"F",2,"C","Forest",1,"ANI-23-0319","ANI-23-0319-hym3",1,"Ad",NA,"F","04/23","2F1","Famille","Ichneumonidae Latreille, 1802","Ichneumonidae","Hymenoptera","Insecta","Arthropoda"
"1407","Ichneumonidae",2023,"F",2,"C","Forest",3,"ANI-23-0321","ANI-23-0321-hym3",1,"Ad",NA,"F","04/23","2F3","Famille","Ichneumonidae Latreille, 1802","Ichneumonidae","Hymenoptera","Insecta","Arthropoda"
"1408","Ichneumonidae",2023,"F",3,"C","Forest",2,"ANI-23-0340","ANI-23-0340-hym1",1,"Ad",NA,"F","04/23","3F2","Famille","Ichneumonidae Latreille, 1802","Ichneumonidae","Hymenoptera","Insecta","Arthropoda"
"1409","Ichneumonidae",2023,"F",3,"C","Forest",3,"ANI-23-0341","ANI-23-0341-hym1",1,"Ad",NA,"F","04/23","3F3","Famille","Ichneumonidae Latreille, 1802","Ichneumonidae","Hymenoptera","Insecta","Arthropoda"
"1410","Ichneumonidae",2023,"F",3,"C","Forest",3,"ANI-23-0341","ANI-23-0341-hym2",1,"Ad",NA,"F","04/23","3F3","Famille","Ichneumonidae Latreille, 1802","Ichneumonidae","Hymenoptera","Insecta","Arthropoda"
"1411","Ichneumonidae",2023,"F",3,"C","Forest",3,"ANI-23-0341","ANI-23-0341-hym4",1,"Ad",NA,"F","04/23","3F3","Famille","Ichneumonidae Latreille, 1802","Ichneumonidae","Hymenoptera","Insecta","Arthropoda"
"1412","Ichneumonidae",2023,"F",3,"C","Forest",4,"ANI-23-0342","ANI-23-0342-ich1",3,"Ad",NA,"F","04/23","3F4","Famille","Ichneumonidae Latreille, 1802","Ichneumonidae","Hymenoptera","Insecta","Arthropoda"
"1413","Ichneumonidae",2023,"F",3,"C","Forest",5,"ANI-23-0343","ANI-23-0343-ich1",1,"Ad",NA,"F","04/23","3F5","Famille","Ichneumonidae Latreille, 1802","Ichneumonidae","Hymenoptera","Insecta","Arthropoda"
"1414","Ichneumonidae",2023,"F",3,"C","Forest",5,"ANI-23-0343","ANI-23-0343-ich2",2,"Ad",NA,"F","04/23","3F5","Famille","Ichneumonidae Latreille, 1802","Ichneumonidae","Hymenoptera","Insecta","Arthropoda"
"1415","Ichneumonidae",2023,"AF",1,"C","LSA",4,"ANI-23-0295","ANI-23-0295-hymeno1",1,"Ad",NA,"AF_LSA","04/23","1AF_LSA4","Famille","Ichneumonidae Latreille, 1802","Ichneumonidae","Hymenoptera","Insecta","Arthropoda"
"1416","Ichneumonidae",2023,"AF",1,"C","LSA",5,"ANI-23-0297","ANI-23-0297-hymeno1",4,"Ad",NA,"AF_LSA","04/23","1AF_LSA5","Famille","Ichneumonidae Latreille, 1802","Ichneumonidae","Hymenoptera","Insecta","Arthropoda"
"1417","Ichneumonidae",2023,"AF",2,"C","LSA",3,"ANI-23-0313","ANI-23-0313-hymeno3",1,"Ad",NA,"AF_LSA","04/23","2AF_LSA3","Famille","Ichneumonidae Latreille, 1802","Ichneumonidae","Hymenoptera","Insecta","Arthropoda"
"1418","Ichneumonidae",2023,"AF",3,"C","LSA",2,"ANI-23-0331","ANI-23-0331-hym1",1,"Ad",NA,"AF_LSA","04/23","3AF_LSA2","Famille","Ichneumonidae Latreille, 1802","Ichneumonidae","Hymenoptera","Insecta","Arthropoda"
"1419","Ichneumonidae",2023,"AF",3,"C","LSA",3,"ANI-23-0333","ANI-23-0333-hym3",1,"Ad",NA,"AF_LSA","04/23","3AF_LSA3","Famille","Ichneumonidae Latreille, 1802","Ichneumonidae","Hymenoptera","Insecta","Arthropoda"
"1420","Ichneumonidae",2023,"AF",2,"C","cult",2,"ANI-23-0312","ANI-23-0312-hymeno1",1,"Ad",NA,"AF_C","04/23","2AF_C2","Famille","Ichneumonidae Latreille, 1802","Ichneumonidae","Hymenoptera","Insecta","Arthropoda"
"1421","Ichneumonidae",2023,"AF",2,"C","cult",5,"ANI-23-0318","ANI-23-0318-hymeno1",1,"Ad",NA,"AF_C","04/23","2AF_C5","Famille","Ichneumonidae Latreille, 1802","Ichneumonidae","Hymenoptera","Insecta","Arthropoda"
"1422","Ichneumonidae",2023,"AF",3,"C","cult",1,"ANI-23-0330","ANI-23-0330-hym1",1,"Ad",NA,"AF_C","04/23","3AF_C1","Famille","Ichneumonidae Latreille, 1802","Ichneumonidae","Hymenoptera","Insecta","Arthropoda"
"1423","Ichneumonidae",2023,"AF",3,"C","cult",2,"ANI-23-0332","ANI-23-0332-hym2",1,"Ad",NA,"AF_C","04/23","3AF_C2","Famille","Ichneumonidae Latreille, 1802","Ichneumonidae","Hymenoptera","Insecta","Arthropoda"
"1424","Ichneumonoidea",2023,"C",1,"C","Cult",1,"ANI-23-0184","ANI-23-0184-hym1",1,"Ad",NA,"C","03/23","1C1","Super-Famille","Ichneumonoidea Latreille, 1802",NA,"Hymenoptera","Insecta","Arthropoda"
"1425","Ichneumonoidea",2023,"C",1,"C","Cult",5,"ANI-23-0188","ANI-23-0188-hym1",1,"Ad",NA,"C","03/23","1C5","Super-Famille","Ichneumonoidea Latreille, 1802",NA,"Hymenoptera","Insecta","Arthropoda"
"1426","Ichneumonoidea",2023,"C",2,"C","Cult",4,"ANI-23-0207","ANI-23-0207-hym1",1,"Ad",NA,"C","03/23","2C4","Super-Famille","Ichneumonoidea Latreille, 1802",NA,"Hymenoptera","Insecta","Arthropoda"
"1427","Ichneumonoidea",2023,"F",2,"C","Forest",1,"ANI-23-0199","ANI-23-0199-hym3",1,"Ad",NA,"F","03/23","2F1","Super-Famille","Ichneumonoidea Latreille, 1802",NA,"Hymenoptera","Insecta","Arthropoda"
"1428","Ichneumonoidea",2023,"F",2,"C","Forest",2,"ANI-23-0200","ANI-23-0200-hym2",1,"Ad",NA,"F","03/23","2F2","Super-Famille","Ichneumonoidea Latreille, 1802",NA,"Hymenoptera","Insecta","Arthropoda"
"1429","Ichneumonoidea",2023,"F",3,"C","Forest",1,"ANI-23-0219","ANI-23-0219-hym1",1,"Ad",NA,"F","03/23","3F1","Super-Famille","Ichneumonoidea Latreille, 1802",NA,"Hymenoptera","Insecta","Arthropoda"
"1430","Ichneumonoidea",2023,"AF",2,"C","cult",1,"ANI-23-0190","ANI-23-0190-hym1",1,"Ad",NA,"AF_C","03/23","2AF_C1","Super-Famille","Ichneumonoidea Latreille, 1802",NA,"Hymenoptera","Insecta","Arthropoda"
