"","method","Id_campaign","Year","usage_bloc","rang","arbre","id_sample","Valid.Name","abundance","name","rankName","fullName","genusName","familyName","orderName","className","phylumName"
"691","rameau",192,2023,"AF_1_rang3_arbre21",NA,NA,"ANI-23-0597","Hymenoptera",1,"Hymenoptera","Ordre","Hymenoptera Linnaeus, 1758",NA,NA,"Hymenoptera","Insecta","Arthropoda"
"692","rameau",192,2023,"AF_1_rang3_arbre21",NA,NA,"ANI-23-0597","Hymenoptera",1,"Hymenoptera","Ordre","Hymenoptera Linnaeus, 1758",NA,NA,"Hymenoptera","Insecta","Arthropoda"
"693","rameau",192,2023,"AF_1_rang3_arbre21",NA,NA,"ANI-23-0597","Coleoptera",1,"Corticariinae","Sous-Famille","Corticariinae Curtis, 1829",NA,"Latridiidae","Coleoptera","Insecta","Arthropoda"
"694","rameau",192,2023,"AF_1_rang3_arbre21",NA,NA,"ANI-23-0597","Araneae",1,"Salticinae","Sous-Famille","Salticinae Blackwall, 1841",NA,"Salticidae","Araneae","Arachnida","Arthropoda"
"695","rameau",192,2023,"AF_1_rang4_arbre02",NA,NA,"ANI-23-0598","Psocodea",1,"Psocodea","Ordre","Psocodea Hennig, 1966",NA,NA,"Psocodea","Insecta","Arthropoda"
"696","rameau",192,2023,"AF_1_rang4_arbre02",NA,NA,"ANI-23-0598","Gracillariidae",7,"Gracillariidae","Famille","Gracillariidae Stainton, 1854",NA,"Gracillariidae","Lepidoptera","Insecta","Arthropoda"
"697","rameau",192,2023,"AF_1_rang4_arbre02",NA,NA,"ANI-23-0598","Gracillariidae",4,"Gracillariidae","Famille","Gracillariidae Stainton, 1854",NA,"Gracillariidae","Lepidoptera","Insecta","Arthropoda"
"698","rameau",192,2023,"AF_1_rang4_arbre02",NA,NA,"ANI-23-0598","Gracillariidae",1,"Gracillariidae","Famille","Gracillariidae Stainton, 1854",NA,"Gracillariidae","Lepidoptera","Insecta","Arthropoda"
"699","rameau",192,2023,"AF_1_rang4_arbre02",NA,NA,"ANI-23-0598","Parasitoide",1,"Hymenoptera","Ordre","Hymenoptera Linnaeus, 1758",NA,NA,"Hymenoptera","Insecta","Arthropoda"
"700","rameau",192,2023,"AF_1_rang4_arbre10",NA,NA,"ANI-23-0599","Gracillariidae",1,"Gracillariidae","Famille","Gracillariidae Stainton, 1854",NA,"Gracillariidae","Lepidoptera","Insecta","Arthropoda"
"701","rameau",192,2023,"AF_1_rang4_arbre10",NA,NA,"ANI-23-0599","Nematocera",1,"Nematocera","Genre","Nematocera Meigen, 1818","Hexatoma","Limoniidae","Diptera","Insecta","Arthropoda"
"702","rameau",192,2023,"AF_1_rang4_arbre10",NA,NA,"ANI-23-0599","Coleoptera",1,"Corticariinae","Sous-Famille","Corticariinae Curtis, 1829",NA,"Latridiidae","Coleoptera","Insecta","Arthropoda"
"703","rameau",192,2023,"AF_1_rang4_arbre10",NA,NA,"ANI-23-0599","Gracillariidae",14,"Gracillariidae","Famille","Gracillariidae Stainton, 1854",NA,"Gracillariidae","Lepidoptera","Insecta","Arthropoda"
"704","rameau",192,2023,"AF_1_rang4_arbre10",NA,NA,"ANI-23-0599","Gracillariidae",4,"Gracillariidae","Famille","Gracillariidae Stainton, 1854",NA,"Gracillariidae","Lepidoptera","Insecta","Arthropoda"
"705","rameau",192,2023,"AF_1_rang4_arbre10",NA,NA,"ANI-23-0599","Gracillariidae",1,"Gracillariidae","Famille","Gracillariidae Stainton, 1854",NA,"Gracillariidae","Lepidoptera","Insecta","Arthropoda"
"706","rameau",192,2023,"AF_1_rang4_arbre20",NA,NA,"ANI-23-0600","vide",0,"vide",NA,NA,NA,NA,NA,NA,NA
"707","rameau",192,2023,"AF_1_rang5_arbre02",NA,NA,"ANI-23-0601","Gracillariidae",2,"Gracillariidae","Famille","Gracillariidae Stainton, 1854",NA,"Gracillariidae","Lepidoptera","Insecta","Arthropoda"
"708","rameau",192,2023,"AF_1_rang5_arbre09",NA,NA,"ANI-23-0602","vide",0,"vide",NA,NA,NA,NA,NA,NA,NA
"709","rameau",192,2023,"AF_1_rang5_arbre21",NA,NA,"ANI-23-0603","Aphis ",21,"Aphis craccivora","Espèce","Aphis craccivora Koch, 1854","Aphis","Aphididae","Hemiptera","Insecta","Arthropoda"
"710","rameau",192,2023,"AF_1_rang5_arbre21",NA,NA,"ANI-23-0603","Psocodea",1,"Psocodea","Ordre","Psocodea Hennig, 1966",NA,NA,"Psocodea","Insecta","Arthropoda"
"711","rameau",192,2023,"AF_1_rang5_arbre21",NA,NA,"ANI-23-0603","Araneae",1,"Araneae","Ordre","Araneae",NA,NA,"Araneae","Arachnida","Arthropoda"
"712","rameau",192,2023,"AF_1_rang5_arbre21",NA,NA,"ANI-23-0603","Hemiptera",1,"Hemiptera","Ordre","Hemiptera",NA,NA,"Hemiptera","Insecta","Arthropoda"
"713","rameau",192,2023,"AF_1_rang5_arbre21",NA,NA,"ANI-23-0603","Psocodea",1,"Psocodea","Ordre","Psocodea Hennig, 1966",NA,NA,"Psocodea","Insecta","Arthropoda"
"714","rameau",192,2023,"AF_1_rang5_arbre21",NA,NA,"ANI-23-0603","Gracillariidae",1,"Gracillariidae","Famille","Gracillariidae Stainton, 1854",NA,"Gracillariidae","Lepidoptera","Insecta","Arthropoda"
"715","rameau",192,2023,"AF_2_rang1_arbre02",NA,NA,"ANI-23-0604","Apioninae",1,"Apioninae","Sous-Famille","Apioninae Schönherr, 1823",NA,"Brentidae","Coleoptera","Insecta","Arthropoda"
"716","rameau",192,2023,"AF_2_rang1_arbre02",NA,NA,"ANI-23-0604","Araneae",1,"Runcinia grammica","Espèce","Runcinia grammica (C.L. Koch, 1837)","Runcinia","Thomisidae","Araneae","Arachnida","Arthropoda"
"717","rameau",192,2023,"AF_2_rang1_arbre02",NA,NA,"ANI-23-0604","Gracillariidae",13,"Gracillariidae","Famille","Gracillariidae Stainton, 1854",NA,"Gracillariidae","Lepidoptera","Insecta","Arthropoda"
"718","rameau",192,2023,"AF_2_rang1_arbre02",NA,NA,"ANI-23-0604","Gracillariidae",7,"Gracillariidae","Famille","Gracillariidae Stainton, 1854",NA,"Gracillariidae","Lepidoptera","Insecta","Arthropoda"
"719","rameau",192,2023,"AF_2_rang1_arbre02",NA,NA,"ANI-23-0604","Gracillariidae",7,"Gracillariidae","Famille","Gracillariidae Stainton, 1854",NA,"Gracillariidae","Lepidoptera","Insecta","Arthropoda"
"720","rameau",192,2023,"AF_2_rang1_arbre02",NA,NA,"ANI-23-0604","Parasitoide",1,"Hymenoptera","Ordre","Hymenoptera Linnaeus, 1758",NA,NA,"Hymenoptera","Insecta","Arthropoda"
"721","rameau",192,2023,"AF_2_rang1_arbre11",NA,NA,"ANI-23-0605","Gracillariidae",1,"Gracillariidae","Famille","Gracillariidae Stainton, 1854",NA,"Gracillariidae","Lepidoptera","Insecta","Arthropoda"
"722","rameau",192,2023,"AF_2_rang1_arbre11",NA,NA,"ANI-23-0605","Psocodea",1,"Psocodea","Ordre","Psocodea Hennig, 1966",NA,NA,"Psocodea","Insecta","Arthropoda"
"723","rameau",192,2023,"AF_2_rang1_arbre11",NA,NA,"ANI-23-0605","Forficulidae",1,"Guanchia pubescens","Espèce","Guanchia pubescens (Géné, 1837)","Guanchia","Forficulidae","Dermaptera","Insecta","Arthropoda"
"724","rameau",192,2023,"AF_2_rang1_arbre11",NA,NA,"ANI-23-0605","Parasitoide",3,"Hymenoptera","Ordre","Hymenoptera Linnaeus, 1758",NA,NA,"Hymenoptera","Insecta","Arthropoda"
"725","rameau",192,2023,"AF_2_rang1_arbre11",NA,NA,"ANI-23-0605","Gracillariidae",25,"Gracillariidae","Famille","Gracillariidae Stainton, 1854",NA,"Gracillariidae","Lepidoptera","Insecta","Arthropoda"
"726","rameau",192,2023,"AF_2_rang1_arbre11",NA,NA,"ANI-23-0605","Gracillariidae",14,"Gracillariidae","Famille","Gracillariidae Stainton, 1854",NA,"Gracillariidae","Lepidoptera","Insecta","Arthropoda"
"727","rameau",192,2023,"AF_2_rang1_arbre11",NA,NA,"ANI-23-0605","Parasitoide",1,"Hymenoptera","Ordre","Hymenoptera Linnaeus, 1758",NA,NA,"Hymenoptera","Insecta","Arthropoda"
"728","rameau",192,2023,"AF_2_rang1_arbre11",NA,NA,"ANI-23-0605","Gracillariidae",20,"Gracillariidae","Famille","Gracillariidae Stainton, 1854",NA,"Gracillariidae","Lepidoptera","Insecta","Arthropoda"
"729","rameau",192,2023,"AF_2_rang1_arbre11",NA,NA,"ANI-23-0605","Cicadellidae",3,"Cicadellidae","Famille","Cicadellidae Latreille, 1802",NA,"Cicadellidae","Hemiptera","Insecta","Arthropoda"
"730","rameau",192,2023,"AF_2_rang1_arbre11",NA,NA,"ANI-23-0605","Parasitoide",1,"Hymenoptera","Ordre","Hymenoptera Linnaeus, 1758",NA,NA,"Hymenoptera","Insecta","Arthropoda"
"731","rameau",192,2023,"AF_2_rang1_arbre21",NA,NA,"ANI-23-0606","Piezodorus lituratus",1,"Piezodorus lituratus","Espèce","Piezodorus lituratus (Fabricius, 1794)","Piezodorus","Pentatomidae","Hemiptera","Insecta","Arthropoda"
"732","rameau",192,2023,"AF_2_rang1_arbre21",NA,NA,"ANI-23-0606","Araneae",1,"Thomisidae","Famille","Thomisidae Sundevall, 1833",NA,"Thomisidae","Araneae","Arachnida","Arthropoda"
"733","rameau",192,2023,"AF_2_rang1_arbre21",NA,NA,"ANI-23-0606","Coleoptera",1,"Corticariinae","Sous-Famille","Corticariinae Curtis, 1829",NA,"Latridiidae","Coleoptera","Insecta","Arthropoda"
"734","rameau",192,2023,"AF_2_rang1_arbre21",NA,NA,"ANI-23-0606","Hemiptera",1,"Hemiptera","Ordre","Hemiptera",NA,NA,"Hemiptera","Insecta","Arthropoda"
"735","rameau",192,2023,"AF_2_rang1_arbre21",NA,NA,"ANI-23-0606","Hymenoptera",1,"Hymenoptera","Ordre","Hymenoptera Linnaeus, 1758",NA,NA,"Hymenoptera","Insecta","Arthropoda"
"736","rameau",192,2023,"AF_2_rang1_arbre21",NA,NA,"ANI-23-0606","Gracillariidae",14,"Gracillariidae","Famille","Gracillariidae Stainton, 1854",NA,"Gracillariidae","Lepidoptera","Insecta","Arthropoda"
"737","rameau",192,2023,"AF_2_rang1_arbre21",NA,NA,"ANI-23-0606","Macrosaccus robiniella",2,"Macrosaccus robiniella","Espèce","Macrosaccus robiniella (Clemens, 1860)","Macrosaccus","Gracillariidae","Lepidoptera","Insecta","Arthropoda"
"738","rameau",192,2023,"AF_2_rang1_arbre21",NA,NA,"ANI-23-0606","Gracillariidae",3,"Gracillariidae","Famille","Gracillariidae Stainton, 1854",NA,"Gracillariidae","Lepidoptera","Insecta","Arthropoda"
"739","rameau",192,2023,"AF_2_rang1_arbre21",NA,NA,"ANI-23-0606","Hemiptera",1,"Piezodorus","Genre","Piezodorus Fieber, 1860","Piezodorus","Pentatomidae","Hemiptera","Insecta","Arthropoda"
"740","rameau",192,2023,"AF_2_rang2_arbre02",NA,NA,"ANI-23-0607","Aphis ",5,"Aphis craccivora","Espèce","Aphis craccivora Koch, 1854","Aphis","Aphididae","Hemiptera","Insecta","Arthropoda"
"741","rameau",192,2023,"AF_2_rang2_arbre02",NA,NA,"ANI-23-0607","Parasitoide",2,"Hymenoptera","Ordre","Hymenoptera Linnaeus, 1758",NA,NA,"Hymenoptera","Insecta","Arthropoda"
"742","rameau",192,2023,"AF_2_rang2_arbre02",NA,NA,"ANI-23-0607","Gracillariidae",29,"Gracillariidae","Famille","Gracillariidae Stainton, 1854",NA,"Gracillariidae","Lepidoptera","Insecta","Arthropoda"
"743","rameau",192,2023,"AF_2_rang2_arbre02",NA,NA,"ANI-23-0607","Gracillariidae",8,"Gracillariidae","Famille","Gracillariidae Stainton, 1854",NA,"Gracillariidae","Lepidoptera","Insecta","Arthropoda"
"744","rameau",192,2023,"AF_2_rang2_arbre02",NA,NA,"ANI-23-0607","Parasitoide",1,"Hymenoptera","Ordre","Hymenoptera Linnaeus, 1758",NA,NA,"Hymenoptera","Insecta","Arthropoda"
"745","rameau",192,2023,"AF_2_rang2_arbre02",NA,NA,"ANI-23-0607","Gracillariidae",13,"Gracillariidae","Famille","Gracillariidae Stainton, 1854",NA,"Gracillariidae","Lepidoptera","Insecta","Arthropoda"
"746","rameau",192,2023,"AF_2_rang2_arbre02",NA,NA,"ANI-23-0607","Parasitoide",3,"Hymenoptera","Ordre","Hymenoptera Linnaeus, 1758",NA,NA,"Hymenoptera","Insecta","Arthropoda"
"747","rameau",192,2023,"AF_2_rang2_arbre09",NA,NA,"ANI-23-0608","Araneae",1,"Araneomorphae","Sous-Ordre","Araneomorphae ",NA,NA,"Araneae","Arachnida","Arthropoda"
"748","rameau",192,2023,"AF_2_rang2_arbre09",NA,NA,"ANI-23-0608","Parasitoide",1,"Hymenoptera","Ordre","Hymenoptera Linnaeus, 1758",NA,NA,"Hymenoptera","Insecta","Arthropoda"
"749","rameau",192,2023,"AF_2_rang2_arbre09",NA,NA,"ANI-23-0608","Gracillariidae",13,"Gracillariidae","Famille","Gracillariidae Stainton, 1854",NA,"Gracillariidae","Lepidoptera","Insecta","Arthropoda"
"750","rameau",192,2023,"AF_2_rang2_arbre09",NA,NA,"ANI-23-0608","Gracillariidae",13,"Gracillariidae","Famille","Gracillariidae Stainton, 1854",NA,"Gracillariidae","Lepidoptera","Insecta","Arthropoda"
"751","rameau",192,2023,"AF_2_rang2_arbre09",NA,NA,"ANI-23-0608","Gracillariidae",30,"Gracillariidae","Famille","Gracillariidae Stainton, 1854",NA,"Gracillariidae","Lepidoptera","Insecta","Arthropoda"
"752","rameau",192,2023,"AF_2_rang2_arbre09",NA,NA,"ANI-23-0608","Parasitoide",7,"Hymenoptera","Ordre","Hymenoptera Linnaeus, 1758",NA,NA,"Hymenoptera","Insecta","Arthropoda"
"753","rameau",192,2023,"AF_2_rang2_arbre21",NA,NA,"ANI-23-0609","Aphis ",2,"Aphis craccivora","Espèce","Aphis craccivora Koch, 1854","Aphis","Aphididae","Hemiptera","Insecta","Arthropoda"
"754","rameau",192,2023,"AF_2_rang2_arbre21",NA,NA,"ANI-23-0609","Hymenoptera",1,"Hymenoptera","Ordre","Hymenoptera Linnaeus, 1758",NA,NA,"Hymenoptera","Insecta","Arthropoda"
"755","rameau",192,2023,"AF_2_rang2_arbre21",NA,NA,"ANI-23-0609","Parasitoide",2,"Hymenoptera","Ordre","Hymenoptera Linnaeus, 1758",NA,NA,"Hymenoptera","Insecta","Arthropoda"
"756","rameau",192,2023,"AF_2_rang2_arbre21",NA,NA,"ANI-23-0609","Gracillariidae",15,"Gracillariidae","Famille","Gracillariidae Stainton, 1854",NA,"Gracillariidae","Lepidoptera","Insecta","Arthropoda"
"757","rameau",192,2023,"AF_2_rang2_arbre21",NA,NA,"ANI-23-0609","Gracillariidae",14,"Gracillariidae","Famille","Gracillariidae Stainton, 1854",NA,"Gracillariidae","Lepidoptera","Insecta","Arthropoda"
"758","rameau",192,2023,"AF_2_rang2_arbre21",NA,NA,"ANI-23-0609","Gracillariidae",6,"Gracillariidae","Famille","Gracillariidae Stainton, 1854",NA,"Gracillariidae","Lepidoptera","Insecta","Arthropoda"
"759","rameau",192,2023,"AF_2_rang2_arbre21",NA,NA,"ANI-23-0609","Parasitoide",2,"Hymenoptera","Ordre","Hymenoptera Linnaeus, 1758",NA,NA,"Hymenoptera","Insecta","Arthropoda"
"760","rameau",192,2023,"AF_2_rang3_arbre03",NA,NA,"ANI-23-0610","Gracillariidae",21,"Gracillariidae","Famille","Gracillariidae Stainton, 1854",NA,"Gracillariidae","Lepidoptera","Insecta","Arthropoda"
"761","rameau",192,2023,"AF_2_rang3_arbre03",NA,NA,"ANI-23-0610","Gracillariidae",5,"Gracillariidae","Famille","Gracillariidae Stainton, 1854",NA,"Gracillariidae","Lepidoptera","Insecta","Arthropoda"
"762","rameau",192,2023,"AF_2_rang3_arbre03",NA,NA,"ANI-23-0610","Gracillariidae",9,"Gracillariidae","Famille","Gracillariidae Stainton, 1854",NA,"Gracillariidae","Lepidoptera","Insecta","Arthropoda"
"763","rameau",192,2023,"AF_2_rang3_arbre03",NA,NA,"ANI-23-0610","Parasitoide",5,"Hymenoptera","Ordre","Hymenoptera Linnaeus, 1758",NA,NA,"Hymenoptera","Insecta","Arthropoda"
"764","rameau",192,2023,"AF_2_rang3_arbre11",NA,NA,"ANI-23-0611","Gracillariidae",1,"Gracillariidae","Famille","Gracillariidae Stainton, 1854",NA,"Gracillariidae","Lepidoptera","Insecta","Arthropoda"
"765","rameau",192,2023,"AF_2_rang3_arbre11",NA,NA,"ANI-23-0611","Aphis ",1,"Aphis craccivora","Espèce","Aphis craccivora Koch, 1854","Aphis","Aphididae","Hemiptera","Insecta","Arthropoda"
"766","rameau",192,2023,"AF_2_rang3_arbre11",NA,NA,"ANI-23-0611","Psocodea",4,"Psocodea","Ordre","Psocodea Hennig, 1966",NA,NA,"Psocodea","Insecta","Arthropoda"
"767","rameau",192,2023,"AF_2_rang3_arbre11",NA,NA,"ANI-23-0611","Parmulini",1,"Parmulini","Tribu","Parmulini Poey, 1854",NA,"Corylophidae","Coleoptera","Insecta","Arthropoda"
"768","rameau",192,2023,"AF_2_rang3_arbre11",NA,NA,"ANI-23-0611","Araneae",1,"Araneae","Ordre","Araneae",NA,NA,"Araneae","Arachnida","Arthropoda"
"769","rameau",192,2023,"AF_2_rang3_arbre11",NA,NA,"ANI-23-0611","Araneae",1,"Entelegynae",NA,NA,NA,NA,NA,NA,NA
"770","rameau",192,2023,"AF_2_rang3_arbre11",NA,NA,"ANI-23-0611","Parasitoide",5,"Hymenoptera","Ordre","Hymenoptera Linnaeus, 1758",NA,NA,"Hymenoptera","Insecta","Arthropoda"
"771","rameau",192,2023,"AF_2_rang3_arbre11",NA,NA,"ANI-23-0611","Gracillariidae",8,"Gracillariidae","Famille","Gracillariidae Stainton, 1854",NA,"Gracillariidae","Lepidoptera","Insecta","Arthropoda"
"772","rameau",192,2023,"AF_2_rang3_arbre11",NA,NA,"ANI-23-0611","Gracillariidae",3,"Gracillariidae","Famille","Gracillariidae Stainton, 1854",NA,"Gracillariidae","Lepidoptera","Insecta","Arthropoda"
"773","rameau",192,2023,"AF_2_rang3_arbre11",NA,NA,"ANI-23-0611","Macrosaccus robiniella",1,"Macrosaccus robiniella","Espèce","Macrosaccus robiniella (Clemens, 1860)","Macrosaccus","Gracillariidae","Lepidoptera","Insecta","Arthropoda"
"774","rameau",192,2023,"AF_2_rang3_arbre11",NA,NA,"ANI-23-0611","Gracillariidae",8,"Gracillariidae","Famille","Gracillariidae Stainton, 1854",NA,"Gracillariidae","Lepidoptera","Insecta","Arthropoda"
"775","rameau",192,2023,"AF_2_rang3_arbre20",NA,NA,"ANI-23-0612","Hemiptera",1,"Hemiptera","Ordre","Hemiptera",NA,NA,"Hemiptera","Insecta","Arthropoda"
"776","rameau",192,2023,"AF_2_rang3_arbre20",NA,NA,"ANI-23-0612","Forficulidae",1,"Guanchia pubescens","Espèce","Guanchia pubescens (Géné, 1837)","Guanchia","Forficulidae","Dermaptera","Insecta","Arthropoda"
"777","rameau",192,2023,"AF_2_rang3_arbre20",NA,NA,"ANI-23-0612","Hymenoptera",1,"Scelionidae","Famille","Scelionidae Haliday, 1839",NA,"Scelionidae","Hymenoptera","Insecta","Arthropoda"
"778","rameau",192,2023,"AF_2_rang3_arbre20",NA,NA,"ANI-23-0612","Hymenoptera",1,"Pteromalidae","Famille","Pteromalidae Dalman, 1820",NA,"Pteromalidae","Hymenoptera","Insecta","Arthropoda"
"779","rameau",192,2023,"AF_2_rang3_arbre20",NA,NA,"ANI-23-0612","Parasitoide",1,"Hymenoptera","Ordre","Hymenoptera Linnaeus, 1758",NA,NA,"Hymenoptera","Insecta","Arthropoda"
"780","rameau",192,2023,"AF_2_rang3_arbre20",NA,NA,"ANI-23-0612","Gracillariidae",16,"Gracillariidae","Famille","Gracillariidae Stainton, 1854",NA,"Gracillariidae","Lepidoptera","Insecta","Arthropoda"
"781","rameau",192,2023,"AF_2_rang3_arbre20",NA,NA,"ANI-23-0612","Gracillariidae",3,"Gracillariidae","Famille","Gracillariidae Stainton, 1854",NA,"Gracillariidae","Lepidoptera","Insecta","Arthropoda"
"782","rameau",192,2023,"AF_2_rang3_arbre20",NA,NA,"ANI-23-0612","Gracillariidae",17,"Gracillariidae","Famille","Gracillariidae Stainton, 1854",NA,"Gracillariidae","Lepidoptera","Insecta","Arthropoda"
"783","rameau",192,2023,"AF_2_rang3_arbre20",NA,NA,"ANI-23-0612","Parasitoide",6,"Hymenoptera","Ordre","Hymenoptera Linnaeus, 1758",NA,NA,"Hymenoptera","Insecta","Arthropoda"
"784","rameau",192,2023,"AF_2_rang4_arbre02",NA,NA,"ANI-23-0613","Thripinae",1,"Thripinae","Sous-Famille","Thripinae Stephens, 1829",NA,"Thripidae","Thysanoptera","Insecta","Arthropoda"
"785","rameau",192,2023,"AF_2_rang4_arbre02",NA,NA,"ANI-23-0613","Parasitoide",1,"Hymenoptera","Ordre","Hymenoptera Linnaeus, 1758",NA,NA,"Hymenoptera","Insecta","Arthropoda"
"786","rameau",192,2023,"AF_2_rang4_arbre02",NA,NA,"ANI-23-0613","Araneae",1,"Araniella","Genre","Araniella Chamberlin & Ivie, 1942","Araniella","Araneidae","Araneae","Arachnida","Arthropoda"
"787","rameau",192,2023,"AF_2_rang4_arbre02",NA,NA,"ANI-23-0613","Hymenoptera",1,"Entedoninae","Sous-Famille","Entedoninae Förster, 1856",NA,"Eulophidae","Hymenoptera","Insecta","Arthropoda"
"788","rameau",192,2023,"AF_2_rang4_arbre02",NA,NA,"ANI-23-0613","Gracillariidae",9,"Gracillariidae","Famille","Gracillariidae Stainton, 1854",NA,"Gracillariidae","Lepidoptera","Insecta","Arthropoda"
"789","rameau",192,2023,"AF_2_rang4_arbre02",NA,NA,"ANI-23-0613","Gracillariidae",12,"Gracillariidae","Famille","Gracillariidae Stainton, 1854",NA,"Gracillariidae","Lepidoptera","Insecta","Arthropoda"
"790","rameau",192,2023,"AF_2_rang4_arbre02",NA,NA,"ANI-23-0613","Macrosaccus robiniella",1,"Macrosaccus robiniella","Espèce","Macrosaccus robiniella (Clemens, 1860)","Macrosaccus","Gracillariidae","Lepidoptera","Insecta","Arthropoda"
"791","rameau",192,2023,"AF_2_rang4_arbre02",NA,NA,"ANI-23-0613","Parasitoide",4,"Hymenoptera","Ordre","Hymenoptera Linnaeus, 1758",NA,NA,"Hymenoptera","Insecta","Arthropoda"
"792","rameau",192,2023,"AF_2_rang4_arbre02",NA,NA,"ANI-23-0613","Gracillariidae",11,"Gracillariidae","Famille","Gracillariidae Stainton, 1854",NA,"Gracillariidae","Lepidoptera","Insecta","Arthropoda"
"793","rameau",192,2023,"AF_2_rang4_arbre10",NA,NA,"ANI-23-0614","Gracillariidae",4,"Gracillariidae","Famille","Gracillariidae Stainton, 1854",NA,"Gracillariidae","Lepidoptera","Insecta","Arthropoda"
"794","rameau",192,2023,"AF_2_rang4_arbre10",NA,NA,"ANI-23-0614","Parasitoide",7,"Hymenoptera","Ordre","Hymenoptera Linnaeus, 1758",NA,NA,"Hymenoptera","Insecta","Arthropoda"
"795","rameau",192,2023,"AF_2_rang4_arbre10",NA,NA,"ANI-23-0614","Gracillariidae",12,"Gracillariidae","Famille","Gracillariidae Stainton, 1854",NA,"Gracillariidae","Lepidoptera","Insecta","Arthropoda"
"796","rameau",192,2023,"AF_2_rang4_arbre10",NA,NA,"ANI-23-0614","Gracillariidae",2,"Gracillariidae","Famille","Gracillariidae Stainton, 1854",NA,"Gracillariidae","Lepidoptera","Insecta","Arthropoda"
"797","rameau",192,2023,"AF_2_rang4_arbre10",NA,NA,"ANI-23-0614","Macrosaccus robiniella",2,"Macrosaccus robiniella","Espèce","Macrosaccus robiniella (Clemens, 1860)","Macrosaccus","Gracillariidae","Lepidoptera","Insecta","Arthropoda"
"798","rameau",192,2023,"AF_2_rang4_arbre10",NA,NA,"ANI-23-0614","Gracillariidae",24,"Gracillariidae","Famille","Gracillariidae Stainton, 1854",NA,"Gracillariidae","Lepidoptera","Insecta","Arthropoda"
"799","rameau",192,2023,"AF_2_rang4_arbre10",NA,NA,"ANI-23-0614","Parasitoide",4,"Hymenoptera","Ordre","Hymenoptera Linnaeus, 1758",NA,NA,"Hymenoptera","Insecta","Arthropoda"
"800","rameau",192,2023,"AF_2_rang4_arbre20",NA,NA,"ANI-23-0615","Gracillariidae",2,"Gracillariidae","Famille","Gracillariidae Stainton, 1854",NA,"Gracillariidae","Lepidoptera","Insecta","Arthropoda"
"801","rameau",192,2023,"AF_2_rang4_arbre20",NA,NA,"ANI-23-0615","Berginus tamarisci",1,"Berginus tamarisci","Espèce","Berginus tamarisci Wollaston, 1854","Berginus","Mycetophagidae","Coleoptera","Insecta","Arthropoda"
"802","rameau",192,2023,"AF_2_rang4_arbre20",NA,NA,"ANI-23-0615","Parasitoide",3,"Hymenoptera","Ordre","Hymenoptera Linnaeus, 1758",NA,NA,"Hymenoptera","Insecta","Arthropoda"
"803","rameau",192,2023,"AF_2_rang4_arbre20",NA,NA,"ANI-23-0615","Hymenoptera",1,"Hymenoptera","Ordre","Hymenoptera Linnaeus, 1758",NA,NA,"Hymenoptera","Insecta","Arthropoda"
"804","rameau",192,2023,"AF_2_rang4_arbre20",NA,NA,"ANI-23-0615","Hymenoptera",1,"Entedoninae","Sous-Famille","Entedoninae Förster, 1856",NA,"Eulophidae","Hymenoptera","Insecta","Arthropoda"
"805","rameau",192,2023,"AF_2_rang4_arbre20",NA,NA,"ANI-23-0615","Gracillariidae",13,"Gracillariidae","Famille","Gracillariidae Stainton, 1854",NA,"Gracillariidae","Lepidoptera","Insecta","Arthropoda"
"806","rameau",192,2023,"AF_2_rang4_arbre20",NA,NA,"ANI-23-0615","Gracillariidae",6,"Gracillariidae","Famille","Gracillariidae Stainton, 1854",NA,"Gracillariidae","Lepidoptera","Insecta","Arthropoda"
"807","rameau",192,2023,"AF_2_rang4_arbre20",NA,NA,"ANI-23-0615","Parasitoide",1,"Hymenoptera","Ordre","Hymenoptera Linnaeus, 1758",NA,NA,"Hymenoptera","Insecta","Arthropoda"
"808","rameau",192,2023,"AF_2_rang4_arbre20",NA,NA,"ANI-23-0615","Gracillariidae",25,"Gracillariidae","Famille","Gracillariidae Stainton, 1854",NA,"Gracillariidae","Lepidoptera","Insecta","Arthropoda"
"809","rameau",192,2023,"AF_2_rang4_arbre20",NA,NA,"ANI-23-0615","Parasitoide",6,"Hymenoptera","Ordre","Hymenoptera Linnaeus, 1758",NA,NA,"Hymenoptera","Insecta","Arthropoda"
"810","rameau",192,2023,"AF_2_rang5_arbre03",NA,NA,"ANI-23-0616","Araneae",1,"Araneae","Ordre","Araneae",NA,NA,"Araneae","Arachnida","Arthropoda"
"811","rameau",192,2023,"AF_2_rang5_arbre03",NA,NA,"ANI-23-0616","Gracillariidae",2,"Gracillariidae","Famille","Gracillariidae Stainton, 1854",NA,"Gracillariidae","Lepidoptera","Insecta","Arthropoda"
"812","rameau",192,2023,"AF_2_rang5_arbre03",NA,NA,"ANI-23-0616","Araneae",1,"Philodromus","Genre","Philodromus Walckenaer, 1826","Philodromus","Philodromidae","Araneae","Arachnida","Arthropoda"
"813","rameau",192,2023,"AF_2_rang5_arbre03",NA,NA,"ANI-23-0616","Gracillariidae",17,"Gracillariidae","Famille","Gracillariidae Stainton, 1854",NA,"Gracillariidae","Lepidoptera","Insecta","Arthropoda"
"814","rameau",192,2023,"AF_2_rang5_arbre03",NA,NA,"ANI-23-0616","Gracillariidae",10,"Gracillariidae","Famille","Gracillariidae Stainton, 1854",NA,"Gracillariidae","Lepidoptera","Insecta","Arthropoda"
